"","X.1","X","metabolite","feature_id","compound_superclass","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_cosine_score","coraldb_mz_error_ppm","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","exact_mass","database","clusterIndex","refined_origin","compound_class","coraldb_compound_name","display_class","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","pepmass.x","RT","fatty_acid","compound_name","pepmass.y","LipidClass","total_ubiquity"
"8974",8974,8974,"x10172_448_41503_5_335",10172,"Fatty amides","C29H53NO2","[M + H]+","C29H53NO2","Fatty acids",0.986244022846222,"Fatty amides",0.870543897151947,"Unknown",0.348138719797134,"N-acyl amines",0.976745188236237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,3.97196261682243,2.20588235294118,448.41503,5.335,"17:0",NA,NA,NA,3.52112676056338
"8975",8975,8975,"x39531_1076_97632_16_017",39531,"Nucleosides","C20H29N10O32P5","[M + H]+","C20H29N10O32P5","Carbohydrates",0.978356420993805,"Nucleosides",0.857509672641754,"Purine nucleos(t)ides",0.944237649440765,"Purine ribonucleoside polyphosphates",0.997761130332947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Purine nucleos(t)ides",NA,"Other",0,6.32601284553014e-06,3.97196261682243,19.8529411764706,NA,NA,NA,NA,NA,NA,7.74647887323944
"8976",8976,8976,"x1848_396_2876_1_931",1848,"Unknown","C21H40FNO3","[M + Na]+","C21H40FNO3","Unknown",0.792475163936615,"Unknown",0.40499883890152,"Unknown",0.212682351469994,"Unknown",0.52933132648468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,2.10280373831776,5.14705882352941,NA,NA,NA,NA,NA,NA,2.8169014084507
"8977",8977,8977,"x1117_536_28861_1_366",1117,"Unknown","C23H39F2N5O7","[M + H]+","C23H39F2N5O7","Unknown",0.425333350896835,"Unknown",0.146569401025772,"Unknown",0.065268263220787,"Unknown",0.66940176486969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,4.4392523364486,5.88235294117647,NA,NA,NA,NA,NA,NA,4.75352112676056
"8978",8978,8978,"x39789_818_79459_16_129",39789,"Unknown","C53H103NO4","[M + H]+","C53H103NO4","Fatty acids",0.910913705825806,"Unknown",0.294890224933624,"Unknown",0.589040398597717,"Unknown",0.538078606128693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,31.3084112149533,0,NA,NA,NA,NA,NA,NA,23.5915492957746
"8979",8979,8979,"x1214_434_25504_1_443",1214,"Unknown","C17H35N7O4S","[M + H]+","C17H35N7O4S","Unknown",0.311247080564499,"Unknown",0.634754002094269,"Unknown",0.708096504211426,"Unknown",0.500785052776337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.700934579439252,8.08823529411765,434.25504,1.443,"20:5",NA,NA,NA,2.46478873239437
"8980",8980,8980,"x2991_325_32144_2_827",2991,"Unknown","C20H40N2O","[M + H]+","C20H40N2O","Unknown",0.805341601371765,"Unknown",0.369562983512878,"Unknown",0.328483432531357,"Amines",0.958775758743286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,19.8598130841121,8.82352941176471,NA,NA,NA,NA,NA,NA,17.0774647887324
"8981",8981,8981,"x26813_791_63351_12_443",26813,"Unknown","C45H88N2O5S","[M + Na]+","C45H88N2O5S","Fatty acids",0.999979376792908,"Unknown",0.658282279968262,"Unknown",0.7543585896492,"N-acyl amines",0.994337499141693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,42.0560747663551,71.3235294117647,NA,NA,NA,NA,791.6335,"PC",49.2957746478873
"8982",8982,8982,"x33137_916_76283_13_902",33137,"Unknown","C62H97N3O2","[M + H]+","C62H97N3O2","Unknown",0.6148721575737,"Unknown",0.535642087459564,"Unknown",0.692149221897125,"Unknown",0.808838665485382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,15.8878504672897,3.67647058823529,NA,NA,NA,NA,NA,NA,12.8521126760563
"8983",8983,8983,"x7214_564_40392_4_31",7214,"Glycerophospholipids","C29H58NO7P","[M + H]+","C29H58NO7P","Fatty acids",0.996772229671478,"Glycerophospholipids",0.999639511108398,"Glycerophosphocholines",0.998720169067383,"Unknown",0.843957006931305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,4.47912586330828e-05,16.588785046729,55.1470588235294,NA,NA,NA,NA,564.4039,"PC",25.7042253521127
"8984",8984,8984,"x6874_459_32613_4_2",6874,"Unknown","C32H42O2","[M + H]+","C32H42O2","Fatty acids",0.988534152507782,"Unknown",0.0422875769436359,"Unknown",0.0519421957433224,"Fatty Acyls",0.851945996284485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,7.94392523364486,2.94117647058824,NA,NA,NA,NA,NA,NA,6.69014084507042
"8985",8985,8985,"x21890_601_51952_10_375",21890,"Glycerolipids","C39H68O4","[M + H]+","C39H68O4","Fatty acids",0.994726121425629,"Glycerolipids",0.939052045345306,"Unknown",0.576376259326935,"Unknown",0.565180063247681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,33.411214953271,4.41176470588235,NA,NA,NA,NA,NA,NA,26.2323943661972
"8986",8986,8986,"x38948_1126_00254_15_759",38948,"Unknown","C74H135O3P","[M + Na]+","C74H135O3P","Fatty acids",0.993575274944305,"Unknown",0.112392455339432,"Unknown",0.226389810442924,"Unknown",0.687218189239502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0.000208543631774434,0,33.0882352941176,NA,NA,NA,NA,NA,NA,8.09859154929578
"8987",8987,8987,"x6760_576_42745_4_155",6760,"Unknown","C34H57NO6","[M + H]+","C34H57NO6","Unknown",0.703055262565613,"Unknown",0.141439914703369,"Unknown",0.282359957695007,"Unknown",0.612324953079224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,12.3831775700935,8.08823529411765,NA,NA,NA,NA,NA,NA,11.2676056338028
"8988",8988,8988,"x5844_810_66615_3_86",5844,"Unknown","C44H85N9O3","[M + Na]+","C44H85N9O3","Unknown",0.615805745124817,"Unknown",0.569368541240692,"Unknown",0.0892671495676041,"Unknown",0.843596339225769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.233644859813084,8.82352941176471,NA,NA,NA,NA,NA,NA,2.2887323943662
"8989",8989,8989,"x34995_973_77278_14_371",34995,"Unknown","C66H96N6","[M + H]+","C66H96N6","Alkaloids",0.974770307540894,"Unknown",0.255191385746002,"Unknown",0.0711665153503418,"Unknown",0.523094892501831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,14.2523364485981,0.735294117647059,NA,NA,NA,NA,NA,NA,10.9154929577465
"8990",8990,8990,"x14384_860_60487_7_017",14384,"Glycerophospholipids","C46H86NO11P","[M + H]+","C46H86NO11P","Fatty acids",0.999722063541412,"Glycerophospholipids",0.999952793121338,"Oxidized glycerophospholipids",0.979474127292633,"Phosphatidylcholines",0.969983339309692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","OxPL",NA,"OxPL",0,5.82142378103886e-06,40.6542056074766,22.0588235294118,NA,NA,NA,NA,NA,NA,36.443661971831
"8991",8991,8991,"x30681_535_4306_13_369",30681,"Carotenoids (C40)","C40H54","[M + H]+","C40H54","Terpenoids",0.999915480613708,"Carotenoids (C40)",0.997477114200592,"Unknown",0.690458059310913,"Unknown",0.639907240867615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,23.5981308411215,12.5,NA,NA,NA,NA,NA,NA,20.7746478873239
"8992",8992,8992,"x13161_703_5707_6_505",13161,"Unknown","C41H74N4O5","[M + H]+","C41H74N4O5","Unknown",0.246236220002174,"Unknown",0.685885012149811,"Unknown",0.363435953855515,"Unknown",0.674469649791718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,50.7009345794392,17.6470588235294,NA,NA,NA,NA,NA,NA,42.7816901408451
"8993",8993,8993,"x32902_941_77201_13_861",32902,"Unknown","C50H100N8O8","[M + H]+","C50H100N8O8","Unknown",0.596329033374786,"Unknown",0.820504069328308,"Unknown",0.590827107429504,"Unknown",0.585828721523285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,2.73311794101501e-05,6.54205607476635,5.14705882352941,NA,NA,NA,NA,NA,NA,6.16197183098592
"8994",8994,8994,"x33504_726_62195_14_001",33504,"Unknown","C50H79NO2","[M + H]+","C50H79NO2","Fatty acids",0.895532488822937,"Unknown",0.183809608221054,"Unknown",0.230415731668472,"Unknown",0.634323239326477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,11.9158878504673,0,NA,NA,NA,NA,NA,NA,8.97887323943662
"8995",8995,8995,"x18639_842_70254_8_775",18639,"Glycerophospholipids","C49H96NO7P","[M + H]+","C49H96NO7P","Fatty acids",0.999993681907654,"Glycerophospholipids",0.999974966049194,"Glycerophosphoethanolamines",0.926177501678467,"Unknown",0.574154376983643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","GPEtn",NA,"GPEtn",0,0,0,4.41176470588235,NA,NA,NA,NA,NA,NA,1.05633802816901
"8996",8996,8996,"x36816_794_70626_14_949",36816,"Unknown","C16H14I4O5","[M + H]+","C16H14I4O5","Shikimates and Phenylpropanoids",0.950643122196198,"Unknown",0.107797876000404,"Unknown",0.0686760246753693,"Unknown",0.846079051494598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,48.5981308411215,27.9411764705882,NA,NA,NA,NA,NA,NA,43.3098591549296
"8997",8997,8997,"x17558_565_46217_8_35",17558,"Unknown","C35H64O3S","[M + H]+","C35H64O3S","Fatty acids",0.962974309921265,"Unknown",0.56195867061615,"Unknown",0.642036259174347,"Unknown",0.554511427879333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,14.018691588785,2.94117647058824,NA,NA,NA,NA,NA,NA,11.2676056338028
"8998",8998,8998,"x27003_904_60033_12_487",27003,"Oligopeptides","C44H77N11O9","[M + H]+","C44H77N11O9","Amino acids and Peptides",0.988397181034088,"Oligopeptides",0.892572820186615,"Cyclic peptides",0.913443267345428,"Oligopeptides",0.948446691036224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Cyclic peptides",NA,"Cyclic peptides",0,0,33.8785046728972,38.2352941176471,NA,NA,NA,NA,NA,NA,34.6830985915493
"8999",8999,8999,"x14228_627_48687_6_957",14228,"Steroids","C37H62N4O4","[M + H]+","C37H62N4O4","Terpenoids",0.895962953567505,"Steroids",0.902407228946686,"Unknown",0.490004181861877,"Steroids and steroid derivatives",0.968259036540985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,20.5607476635514,16.9117647058824,NA,NA,NA,NA,NA,NA,19.5422535211268
"9000",9000,9000,"x19964_858_59828_9_408",19964,"Glycerophospholipids","C50H84NO8P","[M + H]+","C50H84NO8P","Fatty acids",0.99894505739212,"Glycerophospholipids",0.998627543449402,"Glycerophosphocholines",0.997324824333191,"Phosphatidylcholines",0.988284587860107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,37.6168224299065,33.8235294117647,NA,NA,NA,NA,NA,NA,36.7957746478873
"9001",9001,9001,"x16411_677_55371_7_837",16411,"Unknown","C37H74N4O5","[M + Na]+","C37H74N4O5","Unknown",0.756448447704315,"Unknown",0.194005325436592,"Unknown",0.179354727268219,"Alpha amino acids and derivatives",0.905505061149597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,45.5607476635514,28.6764705882353,677.55371,7.837,"17:0",NA,NA,NA,41.3732394366197
"9002",9002,9002,"x16814_616_46925_8_038",16814,"Sphingolipids","C35H70BrNO2","[M + H]+","C35H70BrNO2","Fatty acids",0.999716818332672,"Sphingolipids",0.99732494354248,"Ceramides",0.9983731508255,"Ceramides",0.99984860420227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Ceramides",NA,"Ceramides",0,0,25.2336448598131,27.2058823529412,NA,NA,NA,NA,NA,NA,25.5281690140845
"9003",9003,9003,"x27223_609_5238_12_525",27223,"Unknown","C37H64N6O","[M + H]+","C37H64N6O","Alkaloids",0.982044339179993,"Unknown",0.801830351352692,"Unknown",0.823968648910522,"Unknown",0.726773500442505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,39.9532710280374,7.35294117647059,NA,NA,NA,NA,NA,NA,31.8661971830986
"9004",9004,9004,"x7269_578_41924_4_36",7269,"Phosphatidylglycerocholines","C30H60NO7P","[M + H]+","C30H60NO7P","Fatty acids",0.997702538967133,"Glycerophospholipids",0.9998619556427,"Glycerophosphocholines",0.970300078392029,"Unknown",0.503348350524902,NA,NA,NA,NA,NA,0.804514,2.0049,"Phospholipid","Phosphatidylglycerocholines","Lyso-PC(acyl)",578.418,"KARP",59000,"Host","Lyso-PC(acyl)","Lyso-PC(22:1) [M+H]+","Lyso-PC(acyl)",0,5.12081574852201e-05,36.6822429906542,52.2058823529412,NA,NA,NA,NA,578.4192,"PC",40.3169014084507
"9005",9005,9005,"x17529_838_63346_8_326",17529,"Glycerophospholipids","C48H88NO8P","[M + H]+","C48H88NO8P","Fatty acids",0.999659180641174,"Glycerophospholipids",0.999419450759888,"Glycerophosphocholines",0.998870670795441,"Phosphatidylcholines",0.993749022483826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,40.4205607476636,32.3529411764706,NA,NA,NA,NA,838.6335,"PC",38.7323943661972
"9006",9006,9006,"x32624_952_74704_13_784",32624,"Sphingolipids","C55H101NO11","[M + H]+","C55H101NO11","Fatty acids",0.98884528875351,"Sphingolipids",0.9649817943573,"Neutral glycosphingolipids",0.991545975208282,"Unknown",0.619771301746368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Neutral GSL",NA,"Neutral GSL",0,0,32.2429906542056,11.7647058823529,NA,NA,NA,NA,NA,NA,27.112676056338
