metabolite,pepmass,RT,fatty_acid,feature_id,compound_class,compound_name,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,coraldb_compound_name
x36395_544_47335_14_808,544.47335,14.808,16:2,36395,Unknown,NA,C35H61NO3,[M + H]+,C35H61NO3,Fatty acids,0.9824342131614684,Unknown,0.380678653717041,Unknown,0.16701531410217285,Unknown,0.5909149646759033,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2682_396_31106_2_618,396.31106,2.618,16:2,2682,Unknown,NA,C23H41NO4,[M + H]+,C23H41NO4,Fatty acids,0.9732000827789308,Unknown,0.6584638357162476,Unknown,0.5530492067337036,Unknown,0.6722908616065979,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9810_462_33807_5_167,462.33807,5.167,16:2,9810,Unknown,NA,C31H43NO2,[M + H]+,C31H43NO2,Unknown,0.3857828080654144,Unknown,0.24519650638103485,Unknown,0.26656731963157654,Unknown,0.574046790599823,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12485_500_35304_6_224,500.35304,6.224,16:2,12485,Unknown,NA,C34H45NO2,[M + H]+,C34H45NO2,Unknown,0.4204660952091217,Unknown,0.23764123022556305,Unknown,0.25992581248283386,Unknown,0.6736465096473694,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37773_544_47265_15_29,544.47265,15.29,16:2,37773,Unknown,NA,C35H61NO3,[M + H]+,C35H61NO3,Fatty acids,0.9220847487449646,Unknown,0.4658575654029846,Unknown,0.4824274182319641,Unknown,0.5415103435516357,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3988_585_41289_3_306,585.41289,3.306,16:2,3988,Unknown,NA,C31H56N2O8,[M + H]+,C31H56N2O8,Unknown,0.817962110042572,Unknown,0.6181049942970276,Unknown,0.6769108176231384,Unknown,0.5034793615341187,NA,NA,NA,NA,NA,NA,NA,NA,NA
x33389_544_47329_13_965,544.47329,13.965,16:2,33389,Unknown,NA,C35H61NO3,[M + H]+,C35H61NO3,Fatty acids,0.9011247158050536,Unknown,0.6696783900260925,Unknown,0.4176316261291504,Unknown,0.8369881510734558,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2569_392_31569_2_514,392.31569,2.514,16:2,2569,Unknown,NA,C24H41NO3,[M + H]+,C24H41NO3,Unknown,0.6591777801513672,Unknown,0.6572177410125732,Unknown,0.31018325686454773,Unknown,0.5303970575332642,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36378_526_46373_14_809,526.46373,14.809,16:2,36378,Unknown,NA,C35H59NO2,[M + H]+,C35H59NO2,Fatty acids,0.9017698764801024,Unknown,0.24741992354393005,Unknown,0.35039055347442627,Unknown,0.7628412246704102,NA,NA,NA,NA,NA,NA,NA,NA,NA
x21290_392_79629_10_104,392.79629,10.104,16:2,21290,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9593_340_32113_5_107,340.32113,5.107,16:2,9593,Unknown,NA,C21H41NO2,[M + H]+,C21H41NO2,Unknown,0.8176848888397217,Unknown,0.15982742607593536,Unknown,0.06082070618867874,Alpha amino acids,0.9423535466194152,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1305_412_30559_1_513,412.30559,1.513,16:2,1305,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2678_402_30069_2_609,402.30069,2.609,16:2,2678,Unknown,NA,C25H39NO3,[M + H]+,C25H39NO3,Unknown,0.8081864714622498,Unknown,0.42298272252082825,Unknown,0.43262359499931335,N-acyl amines,0.8951244950294495,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2993_378_30117_2_842,378.30117,2.842,16:2,2993,Unknown,NA,C23H39NO3,[M + H]+,C23H39NO3,Fatty acids,0.910769820213318,Unknown,0.47955521941185,Unknown,0.21325628459453583,N-acyl amines,0.97284996509552,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17966_606_50802_8_491,606.50802,8.491,16:2,17966,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1767_390_30081_1_849,390.30081,1.849,16:2,1767,Unknown,NA,C24H39NO3,[M + H]+,C24H39NO3,Unknown,0.811799168586731,Unknown,0.6549797058105469,Unknown,0.17619770765304563,Unknown,0.7025116086006165,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9937_414_3002_5_209,414.3002,5.209,16:2,9937,Unknown,NA,C26H39NO3,[M + H]+,C26H39NO3,Terpenoids,0.96246600151062,Steroids,0.8725751042366028,Unknown,0.47258827090263367,Glycinated bile acids and derivatives,0.997363269329071,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34831_544_47354_14_353,544.47354,14.353,16:2,34831,Unknown,NA,C35H61NO3,[M + H]+,C35H61NO3,Fatty acids,0.912835419178009,Unknown,0.6721088290214539,Unknown,0.5070586204528809,Unknown,0.5154377818107605,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2143_376_28468_2_128,376.28468,2.128,16:2,2143,Unknown,NA,C23H37NO3,[M + H]+,C23H37NO3,Unknown,0.6804336905479431,Unknown,0.5509997606277466,Unknown,0.7536165714263916,Unknown,0.8240638971328735,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2375_380_2819_2_322,380.2819,2.322,16:2,2375,Unknown,NA,C17H33BN6O3,[M + H]+,C17H33BN6O3,Unknown,0.16531667113304138,Unknown,0.13875249028205872,Unknown,0.0733504444360733,Unknown,0.5957496762275696,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4686_326_30551_3_539,326.30551,3.539,16:2,4686,Unknown,NA,C20H39NO2,[M + H]+,C20H39NO2,Fatty acids,0.8669196963310242,Unknown,0.6762512922286987,Unknown,0.5823794007301331,"1,2-aminoalcohols",0.8686177134513855,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2816_348_28902_2_72,348.28902,2.72,16:2,2816,Unknown,NA,C22H37NO2,[M + H]+,C22H37NO2,Fatty acids,0.9988368153572084,Fatty amides,0.9710503816604614,Unknown,0.48399269580841064,N-acyl amines,0.9274423122406006,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5968_456_38482_3_914,456.38482,3.914,16:2,5968,Unknown,NA,C30H49NO2,[M + H]+,C30H49NO2,Terpenoids,0.9299365282058716,Unknown,0.8395252823829651,Unknown,0.8403705358505249,Unknown,0.7090803384780884,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3616_380_31547_3_146,380.31547,3.146,16:2,3616,Unknown,NA,C23H41NO3,[M + H]+,C23H41NO3,Unknown,0.814144492149353,Unknown,0.8390036821365356,Unknown,0.6492674350738525,Unknown,0.8151791095733643,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3884_336_28968_3_253,336.28968,3.253,16:2,3884,Unknown,NA,C21H37NO2,[M + H]+,C21H37NO2,Unknown,0.7727702260017395,Unknown,0.530264139175415,Unknown,0.15518182516098022,Unknown,0.7476646304130554,NA,NA,NA,NA,NA,NA,NA,NA,NA
x796_364_28429_1_264,364.28429,1.264,16:2,796,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7524_460_32276_4_393,460.32276,4.393,16:2,7524,Unknown,NA,C31H41NO2,[M + H]+,C31H41NO2,Unknown,0.5104775428771973,Unknown,0.4977656900882721,Unknown,0.12444545328617096,Unknown,0.6886383295059204,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8940_542_42261_4_872,542.42261,4.872,16:2,8940,Unknown,NA,C34H55NO4,[M + H]+,C34H55NO4,Unknown,0.8437706828117371,Unknown,0.8306776285171509,Unknown,0.3171030879020691,Unknown,0.7901527285575867,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4082_326_30567_3_356,326.30567,3.356,16:2,4082,Unknown,NA,C20H39NO2,[M + H]+,C20H39NO2,Unknown,0.7999484539031982,Unknown,0.7729803323745728,Unknown,0.6649428009986877,Unknown,0.5554887056350708,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16843_512_44714_8_073,512.44714,8.073,16:2,16843,Unknown,NA,C34H57NO2,[M + H]+,C34H57NO2,Fatty acids,0.9979800581932068,Fatty amides,0.9360418915748596,Unknown,0.7188093662261963,N-acyl amines,0.9864017367362976,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2540_364_28543_2_505,364.28543,2.505,16:2,2540,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.6930806040763855,Unknown,0.7548810839653015,Unknown,0.4574902057647705,Unknown,0.5774178504943848,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4450_406_33146_3_48,406.33146,3.48,16:2,4450,Unknown,NA,C25H43NO3,[M + H]+,C25H43NO3,Unknown,0.7549445033073425,Unknown,0.32465869188308716,Unknown,0.28369078040122986,N-acyl amines,0.957654356956482,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1758_364_28505_1_809,364.28505,1.809,16:2,1758,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.713521420955658,Unknown,0.6387182474136353,Unknown,0.07083267718553543,Unknown,0.8309544324874878,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1491_336_28905_1_665,336.28905,1.665,16:2,1491,Unknown,NA,C21H37NO2,[M + H]+,C21H37NO2,Unknown,0.7587039470672607,Unknown,0.5406036972999573,Unknown,0.16323058307170868,Unknown,0.5873203873634338,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3970_364_28474_3_278,364.28474,3.278,16:2,3970,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.6933693885803223,Unknown,0.5458899736404419,Unknown,0.33506816625595093,Unknown,0.5741718411445618,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2226_364_28473_2_229,364.28473,2.229,16:2,2226,Unknown,NA,C19H40N3P,[M + Na]+,C19H40N3P,Unknown,0.6546995043754578,Unknown,0.21683520078659055,Unknown,0.12786123156547546,Unknown,0.5433290600776672,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1238_340_28439_1_552,340.28439,1.552,16:2,1238,Unknown,NA,C20H37NO3,[M + H]+,C20H37NO3,Fatty acids,0.9042922258377076,Unknown,0.5257429480552673,Unknown,0.2571399211883545,Unknown,0.575635552406311,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7698_407_36701_4_428,407.36701,4.428,16:2,7698,Unknown,NA,C30H46,[M + H]+,C30H46,Terpenoids,0.9962169528007508,Unknown,0.6956942081451416,Unknown,0.11508136242628098,Unknown,0.5541766285896301,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30471_658_57607_13_27,658.57607,13.27,16:2,30471,Unknown,NA,C42H75NO4,[M + H]+,C42H75NO4,Fatty acids,0.9805244207382202,Unknown,0.22999931871891025,Unknown,0.503304660320282,Unknown,0.6127718687057495,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16050_600_46533_7_69,600.46533,7.69,16:2,16050,Diacylglycerols,DAG(18:5/16:2) [M+NH4]+,C34H65NO5S,[M + H]+,C34H65NO5S,Fatty acids,0.9694550037384032,Steroids,0.909819722175598,Unknown,0.8359341025352478,Unknown,0.6116787791252136,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:5/16:2) [M+NH4]+
x26455_628_52794_12_345,628.52794,12.345,16:2,26455,Unknown,NA,C40H69NO4,[M + H]+,C40H69NO4,Fatty acids,0.8865999579429626,Unknown,0.6443948745727539,Unknown,0.38873985409736633,Unknown,0.6071308255195618,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25300_628_5292_11_973,628.5292,11.973,16:2,25300,Unknown,NA,C40H69NO4,[M + H]+,C40H69NO4,Fatty acids,0.8912945985794067,Unknown,0.34293049573898315,Unknown,0.20838545262813568,Unknown,0.5855811834335327,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10372_460_415_5_458,460.415,5.458,16:2,10372,Unknown,NA,C30H53NO2,[M + H]+,C30H53NO2,Unknown,0.742409348487854,Unknown,0.8430219292640686,Unknown,0.05724567547440529,Unknown,0.5420757532119751,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2752_364_28499_2_691,364.28499,2.691,16:2,2752,Unknown,NA,C22H37NO3,[M + H]+,C22H37NO3,Unknown,0.6310932636260986,Unknown,0.736059308052063,Unknown,0.5443608164787292,Alpha amino acids and derivatives,0.962252676486969,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23652_576_50031_11_458,576.50031,11.458,16:2,23652,Unknown,NA,C36H65NO4,[M + H]+,C36H65NO4,Fatty acids,0.9856106638908386,Unknown,0.5867940187454224,Unknown,0.5259855389595032,N-acyl-alpha amino acids,0.984683096408844,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17517_350_30007_8_31,350.30007,8.31,16:2,17517,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5446_521_40218_3_808,521.40218,3.808,16:2,5446,Unknown,NA,C32H53FO4,[M + H]+,C32H53FO4,Terpenoids,0.9944341778755188,Triterpenoids,0.9542270302772522,Unknown,0.31662672758102417,Unknown,0.6866496801376343,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28482_632_55908_12_843,632.55908,12.843,16:2,28482,Unknown,NA,C40H73NO4,[M + H]+,C40H73NO4,Fatty acids,0.9970839619636536,Unknown,0.7522149682044983,Unknown,0.7342334985733032,N-acyl-alpha amino acids,0.8863692879676819,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4908_344_28012_3_516,344.28012,3.516,16:2,4908,Unknown,NA,C19H37NO4,[M + H]+,C19H37NO4,Unknown,0.4591388404369354,Unknown,0.5303346514701843,Unknown,0.6068201661109924,Unknown,0.6247641444206238,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19633_654_50741_9_191,654.50741,9.191,16:2,19633,Diacylglycerols,DAG(38:8) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(38:8) [M+NH4]+
x1427_434_29156_1_616,434.29156,1.616,16:2,1427,Unknown,NA,C25H39NO5,[M + H]+,C25H39NO5,Unknown,0.7339684367179871,Unknown,0.28952404856681824,Unknown,0.3552442789077759,Unknown,0.7273536920547485,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20623_548_46837_9_822,548.46837,9.822,16:2,20623,Unknown,NA,C34H61NO4,[M + H]+,C34H61NO4,Fatty acids,0.9365426898002625,Unknown,0.5334792137145996,Unknown,0.3150516152381897,Unknown,0.5255020260810852,NA,NA,NA,NA,NA,NA,NA,NA,NA
x21378_606_50817_10_213,606.50817,10.213,16:2,21378,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8228_336_29027_4_618,336.29027,4.618,16:2,8228,Unknown,NA,C21H37NO2,[M + H]+,C21H37NO2,Fatty acids,0.9875255823135376,Unknown,0.758506178855896,Unknown,0.5140277147293091,Unknown,0.8048707246780396,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3710_376_28614_3_171,376.28614,3.171,16:2,3710,Unknown,NA,C23H37NO3,[M + H]+,C23H37NO3,Fatty acids,0.9602731466293336,Unknown,0.7906264066696167,Unknown,0.316042423248291,Unknown,0.8419117331504822,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25128_350_29938_11_955,350.29938,11.955,16:2,25128,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2188_352_31986_2_208,352.31986,2.208,16:2,2188,Unknown,NA,C22H41NO2,[M + H]+,C22H41NO2,Fatty acids,0.8823201060295105,Unknown,0.7165505290031433,Unknown,0.20309585332870483,Unknown,0.538963794708252,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2256_326_30529_2_361,326.30529,2.361,16:2,2256,Unknown,NA,C20H39NO2,[M + H]+,C20H39NO2,Fatty acids,0.9684605598449708,Fatty amides,0.9205020666122437,Unknown,0.7336453199386597,Unknown,0.6175275444984436,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2974_424_3205_2_901,424.3205,2.901,16:2,2974,Unknown,NA,C28H41NO2,[M + H]+,C28H41NO2,Unknown,0.7260320782661438,Unknown,0.3946690261363983,Unknown,0.6159232258796692,Unknown,0.7523818612098694,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5590_468_38576_3_799,468.38576,3.799,16:2,5590,Unknown,NA,C31H49NO2,[M + H]+,C31H49NO2,Terpenoids,0.9734041094779968,Unknown,0.7130728363990784,Unknown,0.2687760591506958,Unknown,0.5187395215034485,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3236_386_3044_3_003,386.3044,3.003,16:2,3236,Unknown,NA,C25H39NO2,[M + H]+,C25H39NO2,Unknown,0.6784989237785339,Unknown,0.6558026075363159,Unknown,0.3489156663417816,Unknown,0.518062949180603,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2691_406_28142_2_564,406.28142,2.564,16:2,2691,Unknown,NA,C21H35N5O3,[M + H]+,C21H35N5O3,Unknown,0.7827153205871582,Unknown,0.7362847328186035,Unknown,0.2236282229423523,Alpha amino acids and derivatives,0.8525980114936829,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3799_384_29177_3_24,384.29177,3.24,16:2,3799,Unknown,NA,C22H38FNO3,[M + H]+,C22H38FNO3,Unknown,0.6941186189651489,Unknown,0.7333600521087646,Unknown,0.3424397110939026,Unknown,0.6174956560134888,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7992_359_27386_4_535,359.27386,4.535,16:3,7992,Unknown,NA,C27H34,[M + H]+,C27H34,Terpenoids,0.992356777191162,Unknown,0.32116997241973877,Unknown,0.24589523673057556,Unknown,0.5747641921043396,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8572_438_30122_4_741,438.30122,4.741,16:3,8572,Unknown,NA,C28H39NO3,[M + H]+,C28H39NO3,Unknown,0.5626351237297058,Unknown,0.1397990733385086,Unknown,0.0762590616941452,N-acyl-alpha amino acids,0.9058346152305604,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3477_424_31823_3_083,424.31823,3.083,16:3,3477,Unknown,dopamine-C20:3,C21H38FN7O,[M + H]+,C21H38FN7O,Alkaloids,0.9993125200271606,Unknown,0.46155139803886414,Unknown,0.18947207927703855,Unknown,0.6289271712303162,0.852216,4.24335,dopamine-C20:3,Phenols,Benzenediols,NA,NA,NA,NA
x9899_452_31711_5_22,452.31711,5.22,16:3,9899,Unknown,NA,C29H41NO3,[M + H]+,C29H41NO3,Unknown,0.5065090656280518,Unknown,0.5234166383743286,Unknown,0.31225499510765076,Unknown,0.5427265763282776,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1728_368_28017_1_826,368.28017,1.826,16:3,1728,Unknown,NA,C27H33B,[M + H]+,C27H33B,Terpenoids,0.9880405068397522,Unknown,0.4291159212589264,Unknown,0.34652599692344666,Unknown,0.764001190662384,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5543_432_28992_3_764,432.28992,3.764,16:3,5543,Unknown,NA,C29H37NO2,[M + H]+,C29H37NO2,Unknown,0.7721260190010071,Unknown,0.5410210490226746,Unknown,0.17474797368049622,Unknown,0.6161807179450989,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7955_412_28501_4_526,412.28501,4.526,16:3,7955,Unknown,NA,C26H37NO3,[M + H]+,C26H37NO3,Fatty acids,0.8949893116950989,Fatty amides,0.8507189750671387,Unknown,0.7777108550071716,N-acyl-alpha amino acids,0.9973394274711608,NA,NA,NA,NA,NA,NA,NA,NA,NA
x808_380_28032_1_241,380.28032,1.241,16:3,808,Unknown,NA,C22H37NO4,[M + H]+,C22H37NO4,Fatty acids,0.9955716133117676,Unknown,0.772854208946228,Unknown,0.26138609647750854,Unknown,0.8228915929794312,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2569_392_31569_2_514,392.31569,2.514,16:3,2569,Unknown,NA,C24H41NO3,[M + H]+,C24H41NO3,Unknown,0.6591777801513672,Unknown,0.6572177410125732,Unknown,0.31018325686454773,Unknown,0.5303970575332642,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2678_402_30069_2_609,402.30069,2.609,16:3,2678,Unknown,NA,C25H39NO3,[M + H]+,C25H39NO3,Unknown,0.8081864714622498,Unknown,0.42298272252082825,Unknown,0.43262359499931335,N-acyl amines,0.8951244950294495,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2993_378_30117_2_842,378.30117,2.842,16:3,2993,Unknown,NA,C23H39NO3,[M + H]+,C23H39NO3,Fatty acids,0.910769820213318,Unknown,0.47955521941185,Unknown,0.21325628459453583,N-acyl amines,0.97284996509552,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34031_762_66149_14_199,762.66149,14.199,16:3,34031,Triacylglycerols,TAG(12:0/14:0/18:3) / TAG(14:0/14:0/16:3) [M+NH4]+,C47H87NO6,[M + H]+,C47H87NO6,Fatty acids,0.9971922039985656,Unknown,0.5304113626480103,Unknown,0.5366241335868835,N-acyl amines,0.9398900270462036,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(12:0/14:0/18:3) / TAG(14:0/14:0/16:3) [M+NH4]+
x1767_390_30081_1_849,390.30081,1.849,16:3,1767,Unknown,NA,C24H39NO3,[M + H]+,C24H39NO3,Unknown,0.811799168586731,Unknown,0.6549797058105469,Unknown,0.17619770765304563,Unknown,0.7025116086006165,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1089_343_22657_1_439,343.22657,1.439,16:3,1089,Unknown,NA,C20H28N3O2,[M + H]+,C20H28N3O2,Unknown,0.8086509704589844,Unknown,0.4240244925022125,Unknown,0.272309809923172,Unknown,0.6160476803779602,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17915_602_47697_8_484,602.47697,8.484,16:3,17915,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:4/16:2) / (18:3/16:3) [M+NH4]+
x1091_320_25648_1_424,320.25648,1.424,16:3,1091,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2143_376_28468_2_128,376.28468,2.128,16:3,2143,Unknown,NA,C23H37NO3,[M + H]+,C23H37NO3,Unknown,0.6804336905479431,Unknown,0.5509997606277466,Unknown,0.7536165714263916,Unknown,0.8240638971328735,NA,NA,NA,NA,NA,NA,NA,NA,NA
x22413_729_5913_10_699,729.5913,10.699,16:3,22413,Unknown,Spectral Match to N-Oleoyl-D-erythro-sphingosylphosphorylcholine from NIST14,C43H76N4O5,[M + H]+,C43H76N4O5,Unknown,0.7072184681892395,Unknown,0.7264322638511658,Unknown,0.4123842120170593,Unknown,0.5999101996421814,0.911557,1.75679,Spectral Match to N-Oleoyl-D-erythro-sphingosylphosphorylcholine from NIST14,Sphingolipids,Phosphosphingolipids,NA,NA,NA,NA
x1696_350_2696_1_778,350.2696,1.778,16:3,1696,Unknown,NA,C21H35NO3,[M + H]+,C21H35NO3,Unknown,0.7794899940490723,Unknown,0.535966157913208,Unknown,0.27623021602630615,Unknown,0.6200225949287415,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2375_380_2819_2_322,380.2819,2.322,16:3,2375,Unknown,NA,C17H33BN6O3,[M + H]+,C17H33BN6O3,Unknown,0.16531667113304138,Unknown,0.13875249028205872,Unknown,0.0733504444360733,Unknown,0.5957496762275696,NA,NA,NA,NA,NA,NA,NA,NA,NA
x955_362_26961_1_331,362.26961,1.331,16:3,955,Unknown,NA,C22H35NO3,[M + H]+,C22H35NO3,Terpenoids,0.9216632843017578,Diterpenoids,0.9242899417877196,Unknown,0.2966621220111847,Diterpenoids,0.8520505428314209,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25452_528_37596_12_049,528.37596,12.049,16:3,25452,Unknown,NA,C26H49N5O6,[M + H]+,C26H49N5O6,Unknown,0.3448251485824585,Unknown,0.09138784557580948,Unknown,0.16251569986343384,N-acyl-alpha amino acids and derivatives,0.9435080885887146,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2816_348_28902_2_72,348.28902,2.72,16:3,2816,Unknown,NA,C22H37NO2,[M + H]+,C22H37NO2,Fatty acids,0.9988368153572084,Fatty amides,0.9710503816604614,Unknown,0.48399269580841064,N-acyl amines,0.9274423122406006,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20296_604_4917_9_582,604.4917,9.582,16:3,20296,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1245_346_27417_1_54,346.27417,1.54,16:3,1245,Unknown,NA,C22H35NO2,[M + H]+,C22H35NO2,Unknown,0.6740701794624329,Unknown,0.3958533704280853,Unknown,0.370305448770523,Unknown,0.5008319020271301,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2573_384_293_2_421,384.293,2.421,16:3,2573,Unknown,NA,C22H41NO2S,[M + H]+,C22H41NO2S,Fatty acids,0.9307458996772766,Fatty amides,0.8567605018615723,Unknown,0.5334857702255249,N-acyl amines,0.9204307794570924,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36273_776_67822_14_753,776.67822,14.753,16:3,36273,Triacylglycerols,NA,C48H89NO6,[M + H]+,C48H89NO6,Fatty acids,0.9986186027526855,Unknown,0.8482400178909302,Triacylglycerols,0.985918402671814,Unknown,0.7283844351768494,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2594_366_30023_2_55,366.30023,2.55,16:3,2594,Unknown,NA,C22H39NO3,[M + H]+,C22H39NO3,Unknown,0.7045652270317078,Unknown,0.8303161263465881,Unknown,0.5430635213851929,Unknown,0.5533105134963989,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1824_376_28447_1_902,376.28447,1.902,16:3,1824,Unknown,NA,C23H37NO3,[M + H]+,C23H37NO3,Terpenoids,0.876277506351471,Unknown,0.6145771145820618,Unknown,0.27181851863861084,Unknown,0.566011905670166,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3884_336_28968_3_253,336.28968,3.253,16:3,3884,Unknown,NA,C21H37NO2,[M + H]+,C21H37NO2,Unknown,0.7727702260017395,Unknown,0.530264139175415,Unknown,0.15518182516098022,Unknown,0.7476646304130554,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7524_460_32276_4_393,460.32276,4.393,16:3,7524,Unknown,NA,C31H41NO2,[M + H]+,C31H41NO2,Unknown,0.5104775428771973,Unknown,0.4977656900882721,Unknown,0.12444545328617096,Unknown,0.6886383295059204,NA,NA,NA,NA,NA,NA,NA,NA,NA
