metabolite,pepmass,RT,fatty_acid,feature_id,compound_class,compound_name,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,coraldb_compound_name
x13792_558_47399_6_761,558.47399,6.761,18:0,13792,Unknown,NA,C32H63NO6,[M + H]+,C32H63NO6,Fatty acids,0.98542320728302,Unknown,0.5423604846000671,Unknown,0.35238832235336304,Unknown,0.8378461003303528,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8202_484_41591_4_603,484.41591,4.603,18:0,8202,Unknown,NA,C32H53NO2,[M + H]+,C32H53NO2,Unknown,0.7650749087333679,Unknown,0.8009911179542542,Unknown,0.39199844002723694,Unknown,0.6999388933181763,NA,NA,NA,NA,NA,NA,NA,NA,NA
x14549_663_53702_7_104,663.53702,7.104,18:0,14549,Unknown,NA,C36H74N2O6S,[M + H]+,C36H74N2O6S,Fatty acids,0.9771738052368164,Unknown,0.4899047017097473,Unknown,0.6976075172424316,N-acyl amines,0.8575357794761658,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15910_677_55515_7_598,677.55515,7.598,18:0,15910,Unknown,NA,C37H74N4O5,[M + Na]+,C37H74N4O5,Unknown,0.8286779522895813,Unknown,0.7745984196662903,Unknown,0.7321974635124207,Alpha amino acids and derivatives,0.9861772656440736,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8596_469_40105_4_748,469.40105,4.748,18:0,8596,Unknown,NA,C27H52N2O4,[M + H]+,C27H52N2O4,Unknown,0.7390289306640625,Unknown,0.6483784914016724,Unknown,0.2202834784984589,Unknown,0.6007336974143982,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32029_692_61769_13_667,692.61769,13.667,18:0,32029,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28944_568_56742_12_995,568.56742,12.995,18:0,28944,Unknown,NA,C36H73NO3,[M + H]+,C36H73NO3,Fatty acids,0.9805230498313904,Unknown,0.401368111371994,Unknown,0.40079185366630554,Unknown,0.625945508480072,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39922_918_84455_16_192,918.84455,16.192,18:0,39922,Triacylglycerols,NA,C56H113NO6,[M + Na]+,C56H113NO6,Fatty acids,0.9992881417274476,Glycerolipids,0.9950130581855774,Triacylglycerols,0.9999258518218994,Triacylglycerols,0.9812761545181274,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15888_581_56334_7_612,581.56334,7.612,18:0,15888,Unknown,NA,C36H72N2O3,[M + H]+,C36H72N2O3,Fatty acids,0.9745455980300904,Unknown,0.7798097133636475,Unknown,0.7941224575042725,N-acyl amines,0.8882514238357544,NA,NA,NA,NA,NA,NA,NA,NA,NA
x35462_691_74554_14_487,691.74554,14.487,18:0,35462,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19765_608_50592_9_293,608.50592,9.293,18:0,19765,Unknown,NA,C40H65NO3,[M + H]+,C40H65NO3,Fatty acids,0.9982677698135376,Unknown,0.7622098922729492,Unknown,0.4739038348197937,N-acyl amines,0.9883182644844056,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5072_434_36337_3_679,434.36337,3.679,18:0,5072,Unknown,NA,C27H47NO3,[M + H]+,C27H47NO3,Unknown,0.21356326341629028,Unknown,0.06007328256964683,Unknown,0.20146407186985016,Unknown,0.5012917518615723,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5968_456_38482_3_914,456.38482,3.914,18:0,5968,Unknown,NA,C30H49NO2,[M + H]+,C30H49NO2,Terpenoids,0.9299365282058716,Unknown,0.8395252823829651,Unknown,0.8403705358505249,Unknown,0.7090803384780884,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31501_666_60215_13_574,666.60215,13.574,18:0,31501,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7471_641_47408_4_407,641.47408,4.407,18:0,7471,Unknown,NA,C35H64N2O8,[M + H]+,C35H64N2O8,Unknown,0.7333142757415771,Unknown,0.40998026728630066,Unknown,0.5882108807563782,Unknown,0.5293253660202026,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28476_714_60337_12_81,714.60337,12.81,18:0,28476,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30826_764_64428_13_399,764.64428,13.399,18:0,30826,Unknown,NA,C19H11Br5N2O5,[M + Na]+,C19H11Br5N2O5,Unknown,0.32922300696372986,Unknown,0.4590733051300049,Unknown,0.663761556148529,Unknown,0.8060757517814636,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10172_448_41503_5_335,448.41503,5.335,18:0,10172,Unknown,NA,C29H53NO2,[M + H]+,C29H53NO2,Fatty acids,0.986244022846222,Fatty amides,0.870543897151947,Unknown,0.3481387197971344,N-acyl amines,0.9767451882362366,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16411_677_55371_7_837,677.55371,7.837,18:0,16411,Unknown,NA,C37H74N4O5,[M + Na]+,C37H74N4O5,Unknown,0.7564484477043152,Unknown,0.1940053254365921,Unknown,0.179354727268219,Alpha amino acids and derivatives,0.9055050611495972,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10527_386_39939_5_45,386.39939,5.45,18:0,10527,Unknown,NA,C24H51NO2,[M + H]+,C24H51NO2,Fatty acids,0.9994955062866212,Fatty amides,0.8773562908172607,Unknown,0.11060664802789688,N-acyl amines,0.912229299545288,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32991_822_72042_13_902,822.72042,13.902,18:0,32991,Triacylglycerols,NA,C50H95NO7,[M + H]+,C50H95NO7,Fatty acids,0.9990376234054564,Unknown,0.689747154712677,Triacylglycerols,0.9219526052474976,Unknown,0.7095088362693787,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38638_839_81919_15_603,839.81919,15.603,18:0,38638,Unknown,NA,C57H106O3,[M + H]+,C57H106O3,Terpenoids,0.9797486662864684,Unknown,0.5387848615646362,Unknown,0.6640403270721436,Polyterpenoids,0.8750279545783997,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6800_546_40166_4_176,546.40166,4.176,18:0,6800,Unknown,NA,C29H55NO8,[M + H]+,C29H55NO8,Unknown,0.17167368531227112,Unknown,0.2273122072219849,Unknown,0.12289289385080338,Unknown,0.738740861415863,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31439_740_64256_13_552,740.64256,13.552,18:0,31439,Unknown,NA,C44H85NO7,[M + H]+,C44H85NO7,Fatty acids,0.9848909974098206,Unknown,0.8384730815887451,Unknown,0.3919775784015655,N-acyl amines,0.9403440356254578,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37813_873_80245_15_356,873.80245,15.356,18:0,37813,Unknown,NA,C58H106O3,[M + Na]+,C58H106O3,Fatty acids,0.876297652721405,Unknown,0.4177683889865875,Unknown,0.3418924808502197,Fatty acid esters,0.9874104857444764,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7117_458_34849_4_301,458.34849,4.301,18:0,7117,Unknown,NA,C25H47NO6,[M + H]+,C25H47NO6,Unknown,0.3276827335357666,Unknown,0.24138981103897095,Unknown,0.14583490788936615,Unknown,0.7636266350746155,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37412_877_80226_15_171,877.80226,15.171,18:0,37412,Triacylglycerols,NA,C59H104O4,[M + H]+,C59H104O4,Unknown,0.8443480730056763,Unknown,0.7138391733169556,Triacylglycerols,0.988443911075592,Unknown,0.6196651458740234,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9678_486_37972_5_135,486.37972,5.135,18:0,9678,Unknown,NA,C27H51NO6,[M + H]+,C27H51NO6,Unknown,0.7572267651557922,Fatty esters,0.8830950260162354,Unknown,0.6129264235496521,Unknown,0.602735698223114,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31258_570_52551_13_533,570.52551,13.533,18:0,31258,Unknown,NA,C38H67NO2,[M + H]+,C38H67NO2,Fatty acids,0.9994930028915404,Unknown,0.7353431582450867,Unknown,0.5306252837181091,N-acyl amines,0.9597151279449464,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6348_406_3685_4_054,406.3685,4.054,18:0,6348,Unknown,NA,C26H47NO2,[M + H]+,C26H47NO2,Fatty acids,0.9893688559532166,Fatty amides,0.8804796934127808,Unknown,0.7236568331718445,N-acyl amines,0.9827197790145874,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3860_434_36279_3_271,434.36279,3.271,18:0,3860,Unknown,NA,C27H47NO3,[M + H]+,C27H47NO3,Unknown,0.4563293755054474,Unknown,0.11432252079248428,Unknown,0.17572787404060364,Unknown,0.7267157435417175,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36456_1021_83783_14_833,1021.83783,14.833,18:0,36456,Unknown,NA,C67H108N2O5,[M + H]+,C67H108N2O5,Fatty acids,0.9775002598762512,Unknown,0.23720619082450867,Unknown,0.18592363595962524,Unknown,0.5476825833320618,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7027_470_40051_4_269,470.40051,4.269,18:0,7027,Unknown,NA,C31H51NO2,[M + H]+,C31H51NO2,Unknown,0.6797220706939697,Unknown,0.803544819355011,Unknown,0.3688684105873108,Unknown,0.748701810836792,NA,NA,NA,NA,NA,NA,NA,NA,NA
x40691_866_85693_16_584,866.85693,16.584,18:0,40691,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13032_679_52793_6_478,679.52793,6.478,18:0,13032,Unknown,NA,C40H66N6O3,[M + H]+,C40H66N6O3,Unknown,0.1888051331043243,Unknown,0.16851556301116943,Unknown,0.4012121856212616,Unknown,0.8075368404388428,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30788_750_62681_13_38,750.62681,13.38,18:0,30788,Unknown,NA,C46H79N5O3,[M + H]+,C46H79N5O3,Unknown,0.6079894304275513,Unknown,0.16103725135326383,Unknown,0.518767237663269,Unknown,0.532805860042572,NA,NA,NA,NA,NA,NA,NA,NA,NA
x29913_658_59981_13_225,658.59981,13.225,18:0,29913,Triacylglycerols,NA,C39H79NO6,[M + H]+,C39H79NO6,Fatty acids,0.9999407529830932,Glycerolipids,0.9971231818199158,Triacylglycerols,0.999406099319458,Triacylglycerols,0.9789526462554932,NA,NA,NA,NA,NA,NA,NA,NA,NA
x41045_924_85946_16_813,924.85946,16.813,18:0,41045,Unknown,NA,C31H18Cl4N6O10S4,[M + Na]+,C31H18Cl4N6O10S4,Alkaloids,0.8837782740592957,Unknown,0.5848153829574585,Unknown,0.6814088821411133,Benzenesulfonic acids and derivatives,0.907934844493866,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30183_724_60718_13_289,724.60718,13.289,18:0,30183,Triacylglycerols,NA,C43H81NO7,[M + H]+,C43H81NO7,Fatty acids,0.9997827410697936,Glycerolipids,0.979668915271759,Triacylglycerols,0.9947340488433838,Triacylglycerols,0.987971007823944,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32105_672_62953_13_706,672.62953,13.706,18:0,32105,Unknown,NA,C44H81NO3,[M + H]+,C44H81NO3,Fatty acids,0.9971917271614076,Unknown,0.699366569519043,Unknown,0.5639157891273499,N-acyl amines,0.9933133721351624,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32090_754_65789_13_672,754.65789,13.672,18:0,32090,Unknown,NA,C45H87NO7,[M + H]+,C45H87NO7,Fatty acids,0.9953042268753052,Sphingolipids,0.899445652961731,Unknown,0.2798694372177124,N-acyl amines,0.8869591951370239,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7986_488_4481_4_556,488.4481,4.556,18:0,7986,Unknown,NA,C32H57NO2,[M + H]+,C32H57NO2,Unknown,0.6574288606643677,Unknown,0.2708836793899536,Unknown,0.12026545405387878,Unknown,0.7837759256362915,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30605_698_59108_13_369,698.59108,13.369,18:0,30605,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7698_407_36701_4_428,407.36701,4.428,18:0,7698,Unknown,NA,C30H46,[M + H]+,C30H46,Terpenoids,0.9962169528007508,Unknown,0.6956942081451416,Unknown,0.11508136242628098,Unknown,0.5541766285896301,NA,NA,NA,NA,NA,NA,NA,NA,NA
x30185_570_54738_13_265,570.54738,13.265,18:0,30185,Unknown,NA,C35H71NO4,[M + H]+,C35H71NO4,Fatty acids,0.9736358523368835,Unknown,0.5770551562309265,Unknown,0.5976505875587463,N-acyl amines,0.9223027229309082,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34000_700_66239_14_148,700.66239,14.148,18:0,34000,Unknown,NA,C46H85NO3,[M + H]+,C46H85NO3,Fatty acids,0.9905491471290588,Unknown,0.3831040859222412,Unknown,0.6430715322494507,N-acyl amines,0.990919828414917,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15330_638_49958_7_458,638.49958,7.458,18:0,15330,Unknown,NA,C37H67NO7,[M + H]+,C37H67NO7,Unknown,0.537213921546936,Unknown,0.37313419580459595,Unknown,0.07118339836597443,Unknown,0.5396118760108948,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18828_691_5666_8_822,691.5666,8.822,18:0,18828,Unknown,NA,C42H70N6O2,[M + H]+,C42H70N6O2,Alkaloids,0.8636904358863831,Unknown,0.14474880695343018,Unknown,0.2288197726011276,Unknown,0.6723635792732239,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27916_590_55007_12_687,590.55007,12.687,18:0,27916,Unknown,NA,C38H71NO3,[M + H]+,C38H71NO3,Fatty acids,0.922796905040741,Unknown,0.3343368470668793,Unknown,0.1454291194677353,N-acyl amines,0.943385124206543,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31088_740_59837_13_475,740.59837,13.475,18:0,31088,Triacylglycerols,NA,C41H83NO8,[M + Na]+,C41H83NO8,Fatty acids,0.999721348285675,Glycerolipids,0.894278883934021,Triacylglycerols,0.9417253732681274,Unknown,0.8406636714935303,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37485_1037_86706_15_17,1037.86706,15.17,18:0,37485,Unknown,NA,C62H112N6O6,[M + H]+,C62H112N6O6,Unknown,0.81779545545578,Oligopeptides,0.8509779572486877,Unknown,0.6550933718681335,Unknown,0.5185729265213013,NA,NA,NA,NA,NA,NA,NA,NA,NA
x32480_726_62219_13_783,726.62219,13.783,18:0,32480,Unknown,NA,C43H83NO7,[M + H]+,C43H83NO7,Fatty acids,0.9873110055923462,Sphingolipids,0.997674286365509,Unknown,0.36275359988212585,Unknown,0.705126166343689,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6693_446_40154_4_111,446.40154,4.111,18:0,6693,Unknown,NA,C26H52FNO3,[M + H]+,C26H52FNO3,Unknown,0.4065517783164978,Steroids,0.9183545708656312,Unknown,0.05820522457361221,3-hydroxysteroids,0.9925717711448668,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9814_398_39949_5_208,398.39949,5.208,18:0,9814,Unknown,NA,C25H51NO2,[M + H]+,C25H51NO2,Fatty acids,0.9942023158073424,Fatty amides,0.9158557057380676,Unknown,0.8183472156524658,N-acyl amines,0.9861278533935548,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11775_635_50621_5_917,635.50621,5.917,18:0,11775,Unknown,NA,C34H68N4O5,[M + Na]+,C34H68N4O5,Unknown,0.2013045698404312,Unknown,0.27467209100723267,Unknown,0.10984715074300766,Unknown,0.6711174249649048,NA,NA,NA,NA,NA,NA,NA,NA,NA
x9203_408_34827_4_96,408.34827,4.96,18:0,9203,Unknown,NA,C25H45NO3,[M + H]+,C25H45NO3,Unknown,0.8489740490913391,Unknown,0.4701415002346039,Unknown,0.21581459045410156,Unknown,0.5772174596786499,NA,NA,NA,NA,NA,NA,NA,NA,NA
x26830_582_54462_12_382,582.54462,12.382,18:0,26830,Unknown,NA,C36H71NO4,[M + H]+,C36H71NO4,Fatty acids,0.9896075129508972,Unknown,0.5205416679382324,Unknown,0.415578156709671,N-acyl amines,0.9862911105155944,NA,NA,NA,NA,NA,NA,NA,NA,NA
x35031_720_64875_14_365,720.64875,14.365,18:0,35031,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20113_705_58327_9_445,705.58327,9.445,18:0,20113,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23726_584_56199_11_502,584.56199,11.502,18:0,23726,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13558_649_52181_6_658,649.52181,6.658,18:0,13558,Unknown,NA,C36H72O9,[M + H]+,C36H72O9,Polyketides,0.9524486064910888,Unknown,0.3566069006919861,Unknown,0.2662518322467804,Unknown,0.6729063391685486,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16442_650_53623_7_885,650.53623,7.885,18:0,16442,Unknown,NA,C39H71NO6,[M + H]+,C39H71NO6,Fatty acids,0.9946110248565674,Unknown,0.20917177200317383,Unknown,0.20326346158981323,Unknown,0.6234455704689026,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15388_584_48905_7_459,584.48905,7.459,18:0,15388,Unknown,NA,C34H65NO6,[M + H]+,C34H65NO6,Fatty acids,0.9970186948776244,Unknown,0.8282887935638428,Unknown,0.593921959400177,N-acyl-alpha amino acids,0.86336749792099,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10372_460_415_5_458,460.415,5.458,18:0,10372,Unknown,NA,C30H53NO2,[M + H]+,C30H53NO2,Unknown,0.742409348487854,Unknown,0.8430219292640686,Unknown,0.05724567547440529,Unknown,0.5420757532119751,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16049_626_53587_7_652,626.53587,7.652,18:0,16049,Unknown,NA,C37H71NO6,[M + H]+,C37H71NO6,Fatty acids,0.9789617657661438,Unknown,0.15971271693706512,Unknown,0.2084895670413971,Unknown,0.8399279117584229,NA,NA,NA,NA,NA,NA,NA,NA,NA
x574_444_36696_1_157,444.36696,1.157,18:0,574,Unknown,NA,C25H49NO5,[M + H]+,C25H49NO5,Unknown,0.6242050528526306,Unknown,0.1917571127414703,Unknown,0.3054775297641754,Unknown,0.8204018473625183,NA,NA,NA,NA,NA,NA,NA,NA,NA
x33958_768_67431_14_109,768.67431,14.109,18:0,33958,Unknown,NA,C46H89NO7,[M + H]+,C46H89NO7,Fatty acids,0.9854932427406312,Sphingolipids,0.9242459535598756,Unknown,0.2213383913040161,N-acyl amines,0.909182608127594,NA,NA,NA,NA,NA,NA,NA,NA,NA
x21294_520_47371_10_088,520.47371,10.088,18:0,21294,Unknown,NA,C33H61NO3,[M + H]+,C33H61NO3,Unknown,0.557820200920105,Unknown,0.4190393388271332,Unknown,0.829475462436676,Unknown,0.5030815005302429,NA,NA,NA,NA,NA,NA,NA,NA,NA
x29582_714_58817_13_124,714.58817,13.124,18:0,29582,Unknown,NA,C41H79NO8,[M + H]+,C41H79NO8,Fatty acids,0.9997212290763856,Glycerolipids,0.9616970419883728,Unknown,0.8287376761436462,Unknown,0.5182192921638489,NA,NA,NA,NA,NA,NA,NA,NA,NA
x26067_562_51936_12_181,562.51936,12.181,18:0,26067,Unknown,NA,C32H63N7O,[M + H]+,C32H63N7O,Unknown,0.6476739048957825,Unknown,0.04684801027178764,Unknown,0.03233443200588226,Aminopyrimidines and derivatives,0.9010297656059264,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37444_859_78939_15_209,859.78939,15.209,18:0,37444,Unknown,NA,C54H102N2O5,[M + H]+,C54H102N2O5,Fatty acids,0.99677973985672,Unknown,0.3932579159736634,Unknown,0.5946965217590332,N-acyl amines,0.9809426069259644,NA,NA,NA,NA,NA,NA,NA,NA,NA
x35797_819_79234_14_593,819.79234,14.593,18:0,35797,Unknown,NA,C52H102N2O4,[M + H]+,C52H102N2O4,Fatty acids,0.9827840328216552,Unknown,0.46976473927497864,Unknown,0.6304683089256287,Unknown,0.5155830979347229,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27891_596_56125_12_675,596.56125,12.675,18:0,27891,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16951_677_55232_8_084,677.55232,8.084,18:0,16951,Unknown,NA,C37H74N4O5,[M + Na]+,C37H74N4O5,Fatty acids,0.8533084392547607,Unknown,0.4771417379379273,Unknown,0.3235101103782654,Unknown,0.6771119236946106,NA,NA,NA,NA,NA,NA,NA,NA,NA
x18190_522_45297_8_546,522.45297,8.546,18:0,18190,Unknown,NA,C32H59NO4,[M + H]+,C32H59NO4,Fatty acids,0.98199063539505,Unknown,0.7315708994865417,Unknown,0.3219882547855377,N-acyl amines,0.9662014245986938,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15847_663_53721_7_552,663.53721,7.552,18:0,15847,Unknown,NA,C44H70O4,[M + H]+,C44H70O4,Unknown,0.815579891204834,Unknown,0.6589394807815552,Unknown,0.4463941156864166,Fatty acid esters,0.9763096570968628,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7451_458_39959_4_403,458.39959,4.403,18:0,7451,Unknown,NA,C30H51NO2,[M + H]+,C30H51NO2,Fatty acids,0.9912158250808716,Unknown,0.8094176650047302,Unknown,0.3029320240020752,Unknown,0.8031893372535706,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13290_656_45397_6_589,656.45397,6.589,18:0,13290,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16829_622_54033_8_036,622.54033,8.036,18:0,16829,Unknown,NA,C38H71NO5,[M + H]+,C38H71NO5,Unknown,0.30052873492240906,Unknown,0.31658893823623657,Unknown,0.2084697186946869,Unknown,0.5445691347122192,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27099_604_52943_12_511,604.52943,12.511,18:0,27099,Unknown,NA,C38H69NO4,[M + H]+,C38H69NO4,Fatty acids,0.9851860404014589,Unknown,0.49533066153526306,Unknown,0.24236977100372312,Unknown,0.6842493414878845,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23246_528_49981_11_224,528.49981,11.224,18:0,23246,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23244_590_51458_11_262,590.51458,11.262,18:0,23244,Unknown,NA,C37H67NO4,[M + H]+,C37H67NO4,Unknown,0.7386465668678284,Steroids,0.8821315765380859,Unknown,0.7472304105758667,Unknown,0.6801152229309082,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34162_720_64789_14_184,720.64789,14.184,18:0,34162,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20648_705_57956_9_741,705.57956,9.741,18:0,20648,Unknown,NA,C42H76N2O6,[M + H]+,C42H76N2O6,Unknown,0.35061022639274597,Unknown,0.24177689850330353,Unknown,0.2700873613357544,Amino acids and derivatives,0.9506463408470154,NA,NA,NA,NA,NA,NA,NA,NA,NA
x15799_635_50412_7_543,635.50412,7.543,18:0,15799,Unknown,NA,C40H68O4,[M + Na]+,C40H68O4,Fatty acids,0.986566960811615,Unknown,0.7962503433227539,Unknown,0.8225370049476624,Unknown,0.7708497047424316,NA,NA,NA,NA,NA,NA,NA,NA,NA
x11805_688_43296_5_961,688.43296,5.961,18:0,11805,Unknown,NA,C46H57NO4,[M + H]+,C46H57NO4,Unknown,0.35607218742370605,Unknown,0.17320308089256287,Unknown,0.46048200130462646,Unknown,0.527353048324585,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17746_650_5341_8_369,650.5341,8.369,18:0,17746,Unknown,NA,C39H71NO6,[M + H]+,C39H71NO6,Unknown,0.8372944593429565,Unknown,0.17174921929836273,Unknown,0.533484697341919,Unknown,0.8199783563613892,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36525_750_69585_14_865,750.69585,14.865,18:0,36525,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13835_618_51049_6_743,618.51049,6.743,18:0,13835,Unknown,NA,C39H63N5O,[M + H]+,C39H63N5O,Unknown,0.8267146944999695,Unknown,0.4197792410850525,Unknown,0.3846683204174042,Unknown,0.5397204160690308,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31847_742_67428_13_629,742.67428,13.629,18:0,31847,Unknown,NA,C48H87NO4,[M + H]+,C48H87NO4,Unknown,0.8234193921089172,Unknown,0.2013414055109024,Unknown,0.13751769065856934,Unknown,0.8046116232872009,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23928_705_58189_11_593,705.58189,11.593,18:0,23928,Unknown,NA,C47H76O4,[M + H]+,C47H76O4,Unknown,0.8051557540893555,Unknown,0.10603397339582445,Unknown,0.2179671823978424,Fatty acid esters,0.9133120775222778,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36123_722_6662_14_688,722.6662,14.688,18:0,36123,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25307_568_5669_12_021,568.5669,12.021,18:0,25307,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17827_677_55046_8_465,677.55046,8.465,18:0,17827,Unknown,NA,C41H68N6O2,[M + H]+,C41H68N6O2,Alkaloids,0.9725238084793092,Unknown,0.07661986351013184,Unknown,0.5456840395927429,Amino acids and derivatives,0.925607204437256,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4101_382_36747_3_406,382.36747,3.406,18:0,4101,Unknown,NA,C24H47NO2,[M + H]+,C24H47NO2,Fatty acids,0.989903450012207,Fatty amides,0.8746904134750366,Unknown,0.522138237953186,N-acyl amines,0.9614543914794922,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20811_677_55126_9_835,677.55126,9.835,18:0,20811,Unknown,NA,C45H72O4,[M + H]+,C45H72O4,Unknown,0.6360341310501099,Unknown,0.5717642307281494,Unknown,0.49031832814216614,Fatty acid esters,0.9945579767227172,NA,NA,NA,NA,NA,NA,NA,NA,NA
x24833_395_36741_11_878,395.36741,11.878,18:0,24833,Unknown,NA,C29H46,[M + H]+,C29H46,Terpenoids,0.9971696734428406,Unknown,0.7094481587409973,Unknown,0.44306275248527527,Prenol lipids,0.9057438969612122,NA,NA,NA,NA,NA,NA,NA,NA,NA
x22762_590_51547_10_908,590.51547,10.908,18:0,22762,Unknown,NA,C37H67NO4,[M + H]+,C37H67NO4,Fatty acids,0.9847573041915894,Unknown,0.32941412925720215,Unknown,0.17545346915721893,Unknown,0.6273227334022522,NA,NA,NA,NA,NA,NA,NA,NA,NA
