"","metabolite","pepmass","RT","fatty_acid","feature_id","compound_class","compound_name","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","coraldb_compound_name","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","total_ubiquity","is_super_core","ubiquity_diff"
"2554","x37089_1084_90797_15_026",1084.90797,15.026,"20:4",37089,"Unknown",NA,"C56H32Br4O4","[M + H]+","C56H32Br4O4","Unknown",0.363232582807541,"Unknown",0.0351895429193973,"Unknown",0.0897138863801956,"Fluorobenzenes",0.88030606508255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"2555","x17922_578_47789_8_496",578.47789,8.496,"20:4",17922,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"2556","x10529_689_49355_5_414",689.49355,5.414,"20:4",10529,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"2557","x11002_689_49626_5_655",689.49626,5.655,"20:4",11002,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"2558","x5258_724_40441_3_719",724.40441,3.719,"20:4",5258,"Unknown",NA,"C41H57NO10","[M + H]+","C41H57NO10","Unknown",0.844812393188477,"Unknown",0.306942313909531,"Unknown",0.119028300046921,"Unknown",0.516903936862946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"2559","x37545_868_73949_15_207",868.73949,15.207,"20:5",37545,"Triacylglycerols","TAG(16:0/18:3/18:3) / (16:0/16:1/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/18:3/18:3) / (16:0/16:1/20:5) [M+NH4]+",0,9.9771006682843e-05,81.3084112149533,3.67647058823529,62.1478873239437,FALSE,77.631940626718
"2560","x36894_892_7385_14_972",892.7385,14.972,"20:5",36894,"Triacylglycerols","TAG(18:1/22:6/22:6) [M+NH4]+","C16H10F8I2N2O8S4","[M + H]+","C16H10F8I2N2O8S4","Alkaloids",0.998694479465485,"Unknown",0.739377617835999,"Unknown",0.0988751873373985,"Unknown",0.516438782215118,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:1/22:6/22:6) [M+NH4]+",0,0.000277859181245939,81.0747663551402,0.735294117647059,61.2676056338028,FALSE,80.3394722374931
"2561","x35830_890_72292_14_626",890.72292,14.626,"20:5",35830,"Triacylglycerols","TAG(14:0/18:3/22:6) [M+NH4]+","C55H97NO6","[M + Na]+","C55H97NO6","Fatty acids",0.99993634223938,"Glycerolipids",0.9860680103302,"Triacylglycerols",0.997119545936584,"Triacylglycerols",0.997807443141937,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/18:3/22:6) [M+NH4]+",0,2.32744350716822e-05,80.8411214953271,0,60.9154929577465,FALSE,80.8411214953271
"2562","x38809_870_75649_15_74",870.75649,15.74,"20:5",38809,"Triacylglycerols","TAG(16:0/16:0/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/16:0/20:5) [M+NH4]+",0.0152834635,0.00459982687751086,99.0654205607477,54.4117647058823,88.2042253521127,TRUE,44.6536558548654
"2563","x36097_840_70824_14_698",840.70824,14.698,"20:5",36097,"Triacylglycerols","TAG(14:0/18:3/18:3) / (14:0/16:1/20:5) [M+NH4]+","C51H95NO6","[M + Na]+","C51H95NO6","Fatty acids",0.999026656150818,"Glycerolipids",0.91058337688446,"Triacylglycerols",0.958513915538788,"Unknown",0.556158661842346,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/18:3/18:3) / (14:0/16:1/20:5) [M+NH4]+",0,0.000721857062782293,82.2429906542056,0.735294117647059,62.1478873239437,FALSE,81.5076965365585
"2564","x38259_898_78379_15_478",898.78379,15.478,"20:5",38259,"Triacylglycerols","TAG(16:0/18:1/20:4) [M+NH4]+","C52H103N3O8","[M + H]+","C52H103N3O8","Fatty acids",0.999958872795105,"Glycerolipids",0.866897940635681,"Unknown",0.73656702041626,"N-acyl-alpha amino acids and derivatives",0.946694314479828,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/18:1/20:4) [M+NH4]+",0,0.00179629562235231,99.0654205607477,82.3529411764706,94.8943661971831,TRUE,16.7124793842771
"2565","x36708_942_75406_14_916",942.75406,14.916,"20:5",36708,"Triacylglycerols","TAG(16:0/20:5/22:6) [M+NH4]+","C32H28Br4O4S4","[M + Na]+","C32H28Br4O4S4","Shikimates and Phenylpropanoids",0.953340709209442,"Unknown",0.0297393184155226,"Unknown",0.233192980289459,"Unknown",0.623836636543274,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/20:5/22:6) [M+NH4]+",0,0.00284809335130136,82.4766355140187,0,62.1478873239437,FALSE,82.4766355140187
"2566","x35274_864_70695_14_464",864.70695,14.464,"20:5",35274,"Triacylglycerols","TAG(14:0/18:3/20:5) / (16:0/18:3/18:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/18:3/20:5) / (16:0/18:3/18:5) [M+NH4]+",0,0,80.1401869158879,4.41176470588235,61.443661971831,FALSE,75.7284222100055
"2567","x36059_868_73779_14_704",868.73779,14.704,"20:5",36059,"Triacylglycerols","TAG(16:0/18:3/18:3) / (16:0/16:1/20:5) [M+NH4]+","C50H97N3O8","[M + H]+","C50H97N3O8","Fatty acids",0.972385942935944,"Unknown",0.553961992263794,"Unknown",0.385227203369141,"N-acyl amines",0.985398054122925,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/18:3/18:3) / (16:0/16:1/20:5) [M+NH4]+",0,0,98.8317757009346,91.1764705882353,97.0070422535211,FALSE,7.6553051126993
"2568","x37656_842_72368_15_243",842.72368,15.243,"20:5",37656,"Triacylglycerols","TAG(14:0/16:0/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/16:0/20:5) [M+NH4]+",0,0,81.7757009345794,3.67647058823529,62.5,FALSE,78.0992303463441
"2569","x36854_918_75226_14_961",918.75226,14.961,"20:5",36854,"Triacylglycerols","TAG(18:1/18:3/20:5) / (16:1/18:2/22:6) / (16:0/18:4/22:5) [M+NH4]+","C54H99N3O8","[M + H]+","C54H99N3O8","Unknown",0.542134821414948,"Unknown",0.684811413288116,"Unknown",0.545096337795258,"Unknown",0.583991587162018,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:1/18:3/20:5) / (16:1/18:2/22:6) / (16:0/18:4/22:5) [M+NH4]+",0,4.07908185254966e-05,80.3738317757009,1.47058823529412,60.9154929577465,FALSE,78.9032435404068
"2570","x9251_464_31687_4_977",464.31687,4.977,"20:5",9251,"Unknown",NA,"C30H41NO3","[M + H]+","C30H41NO3","Unknown",0.479166001081467,"Unknown",0.305448263883591,"Unknown",0.223517537117004,"Unknown",0.554893255233765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.57943925233645,0,7.21830985915493,FALSE,9.57943925233645
"2571","x36595_894_75128_14_86",894.75128,14.86,"20:5",36595,"Triacylglycerols","TAG(18:0/18:3/18:4) [M+NH4]+","C55H101NO6","[M + Na]+","C55H101NO6","Fatty acids",0.998470962047577,"Unknown",0.63199120759964,"Triacylglycerols",0.904698431491852,"N-acyl amines",0.966003477573395,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:0/18:3/18:4) [M+NH4]+",0,3.21163417674805e-05,99.0654205607477,87.5,96.1267605633803,FALSE,11.5654205607477
"2572","x37168_870_75312_15_069",870.75312,15.069,"20:5",37168,"Triacylglycerols","TAG(16:0/16:0/20:5) [M+NH4]+","C53H101NO6","[M + Na]+","C53H101NO6","Fatty acids",0.999970555305481,"Glycerolipids",0.950802385807037,"Triacylglycerols",0.980095982551575,"N-acyl amines",0.963495850563049,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/16:0/20:5) [M+NH4]+",0,3.82146600849056e-05,100,91.1764705882353,97.887323943662,FALSE,8.8235294117647
"2573","x39852_899_78891_16_097",899.78891,16.097,"20:5",39852,"Triacylglycerols",NA,"C61H102O4","[M + H]+","C61H102O4","Fatty acids",0.89221316576004,"Unknown",0.822644352912903,"Triacylglycerols",0.99097728729248,"Unknown",0.708617985248566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,81.0747663551402,0,61.0915492957746,FALSE,81.0747663551402
"2574","x38945_884_80823_15_762",884.80823,15.762,"20:5",38945,"MADAG","MADAG(O-18:0/16:0/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(O-18:0/16:0/20:5) [M+NH4]+",0,1.47507106846312e-05,18.9252336448598,70.5882352941177,31.6901408450704,FALSE,-51.6630016492579
"2575","x33328_938_72217_13_967",938.72217,13.967,"20:5",33328,"Triacylglycerols","TAG(18:3/18:4/22:6) [M+NH4]+","C22H17FI4N2O5","[M + Na]+","C22H17FI4N2O5","Unknown",0.260699421167374,"Unknown",0.449227035045624,"Unknown",0.0103733446449041,"Unknown",0.567695260047913,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:3/18:4/22:6) [M+NH4]+",0,0,80.1401869158879,7.35294117647059,62.1478873239437,FALSE,72.7872457394173
"2576","x38122_882_79183_15_463",882.79183,15.463,"20:5",38122,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.9252336448598,67.6470588235294,30.9859154929577,FALSE,-48.7218251786696
"2577","x34018_964_73757_14_139",964.73757,14.139,"20:5",34018,"Triacylglycerols","TAG(18:3/20:5/22:6) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:3/20:5/22:6) [M+NH4]+",0,0,72.4299065420561,1.47058823529412,54.9295774647887,FALSE,70.959318306762
"2578","x35355_968_76848_14_482",968.76848,14.482,"20:5",35355,"Triacylglycerols","TAG(18:1/20:5/22:6) [M+NH4]+","C56H103N3O8","[M + Na]+","C56H103N3O8","Unknown",0.83613383769989,"Unknown",0.827990770339966,"Unknown",0.498340755701065,"Unknown",0.799919307231903,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:1/20:5/22:6) [M+NH4]+",0,0,94.6261682242991,78.6764705882353,90.669014084507,FALSE,15.9496976360638
"2579","x40828_884_80748_16_617",884.80748,16.617,"20:5",40828,"MADAG","MADAG(O-18:0/16:0/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(O-18:0/16:0/20:5) [M+NH4]+",0,0.000804282836727435,83.6448598130841,0,63.0281690140845,FALSE,83.6448598130841
"2580","x37195_972_79821_15_076",972.79821,15.076,"20:5",37195,"Triacylglycerols","TAG(16:0/22:4/22:6) / 20:5 28:7 [M+NH4]+","C56H107N3O8","[M + Na]+","C56H107N3O8","Unknown",0.821778476238251,"Unknown",0.826362073421478,"Unknown",0.42827445268631,"Alpha amino acids and derivatives",0.862799763679504,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/22:4/22:6) / 20:5 28:7 [M+NH4]+",0,4.46145310463172e-05,97.8971962616822,52.9411764705882,86.9718309859155,FALSE,44.956019791094
"2581","x36593_968_76832_14_871",968.76832,14.871,"20:5",36593,"Triacylglycerols","TAG(18:3/20:3/22:6) / 22:5 [M+NH4]+","C56H103N3O8","[M + Na]+","C56H103N3O8","Fatty acids",0.953558027744293,"Unknown",0.533789396286011,"Unknown",0.227606475353241,"Unknown",0.64329719543457,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:3/20:3/22:6) / 22:5 [M+NH4]+",0,0,80.3738317757009,13.9705882352941,63.9084507042254,FALSE,66.4032435404068
"2582","x34458_888_70616_14_235",888.70616,14.235,"20:5",34458,"Triacylglycerols","TAG(14:0/18:4/22:6) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/18:4/22:6) [M+NH4]+",0,0.000803330281090795,81.0747663551402,5.14705882352941,62.5,FALSE,75.9277075316108
"2583","x34236_914_72143_14_183",914.72143,14.183,"20:5",34236,"Triacylglycerols","TAG(18:3/18:3/20:5) / (16:1/18:4/22:6) [M+NH4]+","C66H91NO","[M + H]+","C66H91NO","Fatty acids",0.959598779678345,"Unknown",0.312421500682831,"Unknown",0.0619030781090259,"Unknown",0.544777691364288,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:3/18:3/20:5) / (16:1/18:4/22:6) [M+NH4]+",0,0.0044705679922273,95.7943925233645,33.0882352941176,80.6338028169014,TRUE,62.7061572292469
"2584","x33780_862_69116_14_061",862.69116,14.061,"20:5",33780,"Triacylglycerols","TAG(14:0/18:4/20:5) [M+NH4]+","C53H93NO6","[M + Na]+","C53H93NO6","Fatty acids",0.999874830245972,"Glycerolipids",0.922570288181305,"Triacylglycerols",0.982824563980102,"Triacylglycerols",0.91589480638504,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/18:4/20:5) [M+NH4]+",0,0.00381296150458779,94.1588785046729,16.1764705882353,74.8239436619718,TRUE,77.9824079164376
"2585","x39422_912_83873_15_969",912.83873,15.969,"20:5",39422,"MADAG","MADAG(56:5) [M+NH4]+","C59H109NO5","[M + H]+","C59H109NO5","Fatty acids",0.999901056289673,"Glycerolipids",0.980379581451416,"Triacylglycerols",0.996484160423279,"Unknown",0.822394907474518,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(56:5) [M+NH4]+",0,0,18.9252336448598,69.1176470588235,31.1619718309859,FALSE,-50.1924134139637
"2586","x36225_814_69227_14_747",814.69227,14.747,"20:5",36225,"Triacylglycerols","TAG(14:0/14:0/20:5) [M+NH4]+","C49H93NO6","[M + Na]+","C49H93NO6","Fatty acids",0.999950170516968,"Unknown",0.823575675487518,"Triacylglycerols",0.963087558746338,"Unknown",0.64276534318924,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/14:0/20:5) [M+NH4]+",0,0,77.1028037383178,0,58.0985915492958,FALSE,77.1028037383178
"2587","x32300_962_72266_13_747",962.72266,13.747,"20:5",32300,"Triacylglycerols","TAG(18:4/20:5/22:6) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:4/20:5/22:6) [M+NH4]+",0,0.000107675583547691,69.6261682242991,1.47058823529412,52.8169014084507,FALSE,68.155579989005
"2588","x36014_894_75214_14_706",894.75214,14.706,"20:5",36014,"Triacylglycerols","TAG(18:0/18:3/18:4) [M+NH4]+","C48H95N9O6","[M + H]+","C48H95N9O6","Unknown",0.60686844587326,"Unknown",0.718091607093811,"Unknown",0.424681931734085,"Unknown",0.810686349868774,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:0/18:3/18:4) [M+NH4]+",0,0,97.6635514018692,96.3235294117647,97.1830985915493,FALSE,1.3400219901045
"2589","x40133_856_77677_16_265",856.77677,16.265,"20:5",40133,"MADAG","MADAG(O-16:0/16:0/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(O-16:0/16:0/20:5) [M+NH4]+",0,0.000842316998251401,82.9439252336449,0,62.5,FALSE,82.9439252336449
"2590","x34702_866_7211_14_315",866.7211,14.315,"20:5",34702,"Triacylglycerols","TAG(16:1/18:3/18:3) [M+NH4]+","C53H97NO6","[M + Na]+","C53H97NO6","Fatty acids",0.999871730804443,"Glycerolipids",0.943827331066132,"Triacylglycerols",0.990629971027374,"Unknown",0.836406886577606,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:1/18:3/18:3) [M+NH4]+",0,0,96.2616822429907,72.0588235294118,90.3169014084507,FALSE,24.2028587135789
"2591","x38249_884_80447_15_483",884.80447,15.483,"20:5",38249,"MADAG","MADAG(O-18:0/16:0/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(O-18:0/16:0/20:5) [M+NH4]+",0,0,18.9252336448598,71.3235294117647,31.8661971830986,FALSE,-52.3982957669049
"2592","x36121_842_72119_14_713",842.72119,14.713,"20:5",36121,"Triacylglycerols","TAG(14:0/16:0/20:5) [M+NH4]+","C51H97NO6","[M + Na]+","C51H97NO6","Fatty acids",0.999955773353577,"Glycerolipids",0.987656474113464,"Triacylglycerols",0.983504831790924,"Unknown",0.788496553897858,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/16:0/20:5) [M+NH4]+",0,0,98.3644859813084,87.5,95.5985915492958,FALSE,10.8644859813084
"2593","x35523_942_75051_14_514",942.75051,14.514,"20:5",35523,"Triacylglycerols","TAG(16:0/20:5/22:6) [M+NH4]+","C59H101NO6","[M + Na]+","C59H101NO6","Fatty acids",0.995036661624908,"Unknown",0.468028515577316,"Triacylglycerols",0.962733507156372,"N-acyl amines",0.961668789386749,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/20:5/22:6) [M+NH4]+",0,0,91.3551401869159,61.0294117647059,83.9788732394366,FALSE,30.32572842221
"2594","x35068_914_72067_14_404",914.72067,14.404,"20:5",35068,"Triacylglycerols","TAG(14:0/20:5/22:6) [M+NH4]+","C66H91NO","[M + H]+","C66H91NO","Fatty acids",0.971916258335114,"Unknown",0.522334575653076,"Unknown",0.0542676150798798,"Unknown",0.783218741416931,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/20:5/22:6) [M+NH4]+",0,0.000161984985410122,70.5607476635514,1.47058823529412,53.5211267605634,FALSE,69.0901594282573
"2595","x35410_944_76716_14_55",944.76716,14.55,"20:5",35410,"Triacylglycerols","TAG(16:1/20:4/22:5) / (18:2/18:3/22:5) / (18:1/20:4/20:5) [M+NH4]+","C59H103NO6","[M + Na]+","C59H103NO6","Fatty acids",0.999963402748108,"Glycerolipids",0.994265258312225,"Triacylglycerols",0.999688386917114,"Triacylglycerols",0.999224662780762,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:1/20:4/22:5) / (18:2/18:3/22:5) / (18:1/20:4/20:5) [M+NH4]+",0,0,91.8224299065421,81.6176470588235,89.2605633802817,FALSE,10.2047828477186
"2596","x39096_938_85293_15_82",938.85293,15.82,"20:5",39096,"MADAG","MADAG(58:6) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(58:6) [M+NH4]+",0,0,18.9252336448598,70.5882352941177,31.6901408450704,FALSE,-51.6630016492579
"2597","x33040_836_67646_13_892",836.67646,13.892,"20:5",33040,"Triacylglycerols","TAG(16:0/16:4/18:4) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/16:4/18:4) [M+NH4]+",0,0.000424371090405671,89.9532710280374,21.3235294117647,72.887323943662,FALSE,68.6297416162727
"2598","x38263_908_80627_15_495",908.80627,15.495,"20:5",38263,"MADAG","MADAG(O-16:0/18:1/22:6) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(O-16:0/18:1/22:6) [M+NH4]+",0,0,19.1588785046729,64.7058823529412,30.2816901408451,FALSE,-45.5470038482683
"2599","x38251_856_77702_15_491",856.77702,15.491,"20:5",38251,"MADAG","MADAG(O-16:0/16:0/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(O-16:0/16:0/20:5) [M+NH4]+",0,0,20.3271028037383,69.8529411764706,32.5704225352113,FALSE,-49.5258383727323
"2600","x31784_886_68916_13_629",886.68916,13.629,"20:5",31784,"Triacylglycerols","TAG(18:3/18:4/18:4) [M+NH4]+","C55H93NO6","[M + Na]+","C55H93NO6","Fatty acids",0.994277536869049,"Unknown",0.738755941390991,"Triacylglycerols",0.928528547286987,"Unknown",0.647132098674774,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:3/18:4/18:4) [M+NH4]+",0,0,82.7102803738318,28.6764705882353,69.3661971830986,FALSE,54.0338097855965
"2601","x32477_912_70658_13_787",912.70658,13.787,"20:5",32477,"Triacylglycerols","TAG(18:3/18:4/20:5) [M+NH4]+","C54H93N3O8","[M + H]+","C54H93N3O8","Unknown",0.589664697647095,"Unknown",0.772283315658569,"Unknown",0.327719539403915,"Unknown",0.54785430431366,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:3/18:4/20:5) [M+NH4]+",0,0,80.607476635514,10.2941176470588,63.2042253521127,FALSE,70.3133589884552
"2602","x17969_678_51042_8_486",678.51042,8.486,"20:5",17969,"Diacylglycerols","DAG(18:4/22:6) / (20:5/20:5) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Diacylglycerols","Diacylglycerols","DAG(18:4/22:6) / (20:5/20:5) [M+NH4]+",0,0,93.2242990654206,58.0882352941177,84.6830985915493,FALSE,35.1360637713029
"2603","x39883_857_77793_16_257",857.77793,16.257,"20:5",39883,"Triacylglycerols",NA,"C52H104O8","[M + H]+","C52H104O8","Fatty acids",0.999998450279236,"Glycerolipids",0.999562561511993,"Triacylglycerols",0.962703883647919,"Unknown",0.813031435012817,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000230743748597651,81.0747663551402,0,61.0915492957746,FALSE,81.0747663551402
"2604","x40643_926_81708_16_502",926.81708,16.502,"20:5",40643,"Triacylglycerols",NA,"C59H107NO6","[M + H]+","C59H107NO6","Fatty acids",0.999052107334137,"Unknown",0.836697280406952,"Triacylglycerols",0.897671759128571,"N-acyl amines",0.987800240516663,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000393063939736382,82.9439252336449,0,62.5,FALSE,82.9439252336449
"2605","x34781_942_75123_14_347",942.75123,14.347,"20:5",34781,"Triacylglycerols","TAG(16:0/20:5/22:6) [M+NH4]+","C32H28Br4O4S4","[M + Na]+","C32H28Br4O4S4","Shikimates and Phenylpropanoids",0.96369332075119,"Unknown",0.0173184834420681,"Unknown",0.162494242191315,"Unknown",0.546053528785706,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(16:0/20:5/22:6) [M+NH4]+",0,0,92.2897196261682,70.5882352941177,86.9718309859155,FALSE,21.7014843320505
"2606","x39225_898_8238_15_829",898.8238,15.829,"20:5",39225,"Unknown",NA,NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.9252336448598,56.6176470588235,28.169014084507,FALSE,-37.6924134139637
"2607","x34891_840_70576_14_365",840.70576,14.365,"20:5",34891,"Triacylglycerols","TAG(14:0/18:3/18:3) / (14:0/16:1/20:5) [M+NH4]+","C51H95NO6","[M + Na]+","C51H95NO6","Fatty acids",0.997693240642548,"Unknown",0.520718812942505,"Unknown",0.473430007696152,"N-acyl amines",0.98116147518158,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(14:0/18:3/18:3) / (14:0/16:1/20:5) [M+NH4]+",0,0,90.4205607476635,79.4117647058823,87.6760563380282,FALSE,11.0087960417812
"2608","x33781_1014_75352_14_088",1014.75352,14.088,"20:5",33781,"Triacylglycerols","TAG(20:5/22:6/22:6) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(20:5/22:6/22:6) [M+NH4]+",0,0,71.0280373831776,4.41176470588235,54.5774647887324,FALSE,66.6162726772953
"2609","x30633_910_68979_13_366",910.68979,13.366,"20:5",30633,"Triacylglycerols","TAG(18:4/18:4/20:5) [M+NH4]+","C57H93NO6","[M + Na]+","C57H93NO6","Fatty acids",0.950267851352692,"Unknown",0.340237140655518,"Unknown",0.696092367172241,"Unknown",0.519051551818848,NA,NA,NA,NA,NA,"Glycerolipid","Triacylglycerols","Triacylglycerols","TAG(18:4/18:4/20:5) [M+NH4]+",0,0,80.607476635514,13.2352941176471,63.9084507042254,FALSE,67.3721825178669
"2610","x38931_936_83705_15_758",936.83705,15.758,"20:5",38931,"MADAG","MADAG(O-18:0/20:3/22:4) [M+NH4]+",NA,NA,NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA,NA,"Glycerolipid","Monoalkyldiacylglycerols","MADAG","MADAG(O-18:0/20:3/22:4) [M+NH4]+",0,0,18.4579439252336,59.5588235294118,28.5211267605634,FALSE,-41.1008796041782
