feature_id,pepmass,LipidClass,compound_class,coraldb_compound_name
25880,1018.7238,PC,Glycerophosphocholines,NA
9002,682.4742,PC,Unknown,PC(O-30:5) [M+H]+
8284,884.578,PC,Unknown,NA
6796,864.5848,PC,Unknown,NA
6563,860.6059,PC,Unknown,NA
4453,606.2966,PC,Glycerophosphocholines,NA
18096,1468.0853,PC,Unknown,NA
22640,1468.131,PC,Unknown,NA
5799,803.5554,PC,Phosphosphingolipids,NA
28103,1036.7372,PC,Unknown,NA
21666,717.5886,PC,Unknown,NA
21458,788.6168,PC,Glycerophosphocholines,PC(36:1) [M+H]+
2515,482.3598,PC,Lyso-PC(alkyl),Lyso-PC(O-16:0) [M+H]+
24883,750.6041,PC,Glycerophosphocholines,NA
7767,874.5704,PC,Unknown,NA
22338,984.7079,PC,Oxidized glycerophospholipids,NA
2050,558.3576,PC,Glycerophosphocholines,NA
15293,874.6057,PC,Oxidized glycerophospholipids,NA
4129,848.5109,PC,Glycerophosphocholines,NA
17634,916.6835,PC,Glycerophosphocholines,NA
19451,919.639,PC,Oxidized glycerophospholipids,NA
21218,720.5547,PC,Glycerophosphocholines,NA
27671,858.6985,PC,Glycerophosphocholines,NA
6343,896.5702,PC,Unknown,NA
12457,906.6448,PC,Oxidized glycerophospholipids,NA
11854,844.5706,PC,Unknown,NA
10750,794.5418,PC,Glycerophosphocholines,PC(36:6;O) [M+H]+
13685,862.6328,PC,Glycerophosphocholines,PC(42:6) [M+H]+
27897,761.6538,PC,Phosphosphingolipids,NA
14515,878.567,PC,Glycerophosphocholines,PC(22:6/22:6) [M+H]+
19868,703.5769,PC,Phosphosphingolipids,NA
20198,1476.1002,PC,Unknown,NA
19725,1464.1,PC,Unknown,NA
5164,708.4738,PC,Depsipeptides,NA
3169,564.3996,PC,Glycerophosphocholines,Lyso-DGCC(22:5) [M+H]+
19900,1423.0939,PC,Unknown,NA
5356,850.5238,PC,Unknown,NA
33763,922.6097,PC,Phosphosphingolipids,NA
13830,746.5356,PC,Glycerophosphocholines,NA
17709,790.5947,PC,Unknown,PC(O-38:7) [M+H]+
25177,800.5581,PC,Glycerophosphocholines,NA
28597,1088.8608,PC,Unknown,NA
30149,880.5287,PC,Unknown,NA
15966,748.5882,PC,Glycerophosphocholines,NA
21588,1492.1261,PC,Glycerophosphocholines,NA
8624,614.4585,PC,Unknown,NA
10217,745.5495,PC,Glycerophosphocholines,NA
17120,863.613,PC,Oxidized glycerophospholipids,NA
39049,1176.9683,PC,Unknown,NA
19292,877.6304,PC,Oxidized glycerophospholipids,NA
25610,1110.7714,PC,Glycerophosphocholines,NA
1114,541.2413,PC,Unknown,NA
35292,990.6757,PC,Unknown,NA
7910,699.3929,PC,Unknown,NA
6520,870.5481,PC,Oxidized glycerophospholipids,NA
20428,715.5679,PC,Unknown,NA
28848,936.6639,PC,Glycerophosphocholines,NA
22101,1480.1294,PC,Unknown,NA
14500,778.528,PC,Neutral glycosphingolipids,NA
18405,942.6964,PC,Glycerophosphocholines,NA
22712,1022.7655,PC,Unknown,NA
22083,1046.7292,PC,Unknown,NA
25595,1184.7734,PC,Unknown,NA
4978,819.552,PC,Unknown,NA
5196,626.2383,PC,Unknown,NA
23700,1010.7196,PC,Unknown,NA
21808,916.6001,PC,Unknown,NA
18601,1402.109,PC,Unknown,NA
25212,1146.8654,PC,Unknown,NA
9758,898.5502,PC,Unknown,NA
23787,844.665,PC,Unknown,NA
16907,866.6041,PC,Glycerophosphocholines,NA
20438,903.6438,PC,Oxidized glycerophospholipids,NA
15306,908.4682,PC,Unknown,NA
21880,1008.7074,PC,Unknown,NA
5146,628.2494,PC,Oxidized glycerophospholipids,NA
