Feature,XGBoost_Importance,RandomForest_Importance
x37105_989_69813_15_049,0.0,0.0015500544280766901
x40176_905_75522_16_31,0.0,0.0015313893863400773
x39849_850_78309_16_147,0.0,0.0015269525427744964
x37213_842_72354_15_079,0.0,0.0015176192480470104
x34283_1055_29982_14_205,0.0,0.0015075280743863907
x39901_876_79819_16_183,0.0,0.0015029617934338101
x28382_412_81194_12_83,0.0,0.0014902985127136794
x24286_808_62292_11_696,0.0,0.0014785319504332104
x19074_858_59928_8_951,0.0,0.0014688574016861282
x34468_665_7295_14_247,0.0,0.001468486408272136
x40673_887_82418_16_592,0.0,0.0014654811430664628
x22267_488_48279_10_601,0.0,0.0014588717376737266
x39261_872_77072_15_898,0.0,0.001435006084833181
x38859_797_73947_15_727,0.0,0.0014323533782517612
x39458_881_83551_15_986,0.0,0.001423323893166668
x13898_812_55885_6_82,0.0,0.0013844566037085003
x23823_958_63698_11_535,0.0,0.0013812653817401282
x26177_966_69296_12_249,0.0,0.0013728455439895757
x28282_1020_74291_12_796,0.0,0.0013725851543600017
x25022_888_64828_11_936,0.0,0.0013568372721845354
x28424_802_66522_12_886,0.0,0.0013534053966993862
x24352_822_63115_11_751,0.0,0.0013524339554007502
x38044_851_78719_15_364,0.0,0.001351540212645634
