metabolite,ubiquity_percent,n_samples_present,total_samples,avg_intensity_overall,max_intensity
x40969_537_52495_16_748,36.443661971830984,207,568,12194.05722147889,322513.44
x41171_968_86597_16_875,36.443661971830984,207,568,14829.940985211299,409598.8
x41662_1038_94015_17_398,36.443661971830984,207,568,14011.640353873236,264194.38
x5509_846_53687_3_761,36.443661971830984,207,568,10625.091548415498,342730.25
x592_422_29023_1_063,36.443661971830984,207,568,69502.30270158437,9245530
x6424_989_54158_4_042,36.443661971830984,207,568,7643.784201584501,132915.42
x8641_834_58607_4_787,36.443661971830984,207,568,11396.556489084498,501023
x9135_842_5927_4_965,36.443661971830984,207,568,12642.411184507064,330514.56
x9281_941_52431_4_999,36.443661971830984,207,568,13653.514216197182,577246.5
x933_738_45535_1_333,36.443661971830984,207,568,29961.028669718286,1149572.9
x9407_664_45509_5_063,36.443661971830984,207,568,39212.36798661975,1269901.6
x9703_840_57556_5_129,36.443661971830984,207,568,13479.674907394374,262712.66
x1166_649_34045_1_442,36.267605633802816,206,568,16919.6398642606,525488.4
x149_363_21485_0_814,36.267605633802816,206,568,34826.31259313377,3326108
x16904_582_50875_8_092,36.267605633802816,206,568,13032.940366373237,710083.4
x174_375_21517_0_851,36.267605633802816,206,568,35735.93307834515,2283263.2
x18254_891_56434_8_575,36.267605633802816,206,568,17591.080785563387,294749.78
x19382_764_54316_9_102,36.267605633802816,206,568,24488.37911549295,837205.94
x19463_784_54734_9_169,36.267605633802816,206,568,19692.991853697164,523678.56
x19997_683_51101_9_413,36.267605633802816,206,568,23325.049481690177,932911.94
x20925_580_49296_9_91,36.267605633802816,206,568,11471.38583556342,196285.69
x20927_942_70335_9_905,36.267605633802816,206,568,12325.753122535207,267245.44
x21212_814_56879_10_049,36.267605633802816,206,568,47409.83753573959,1146908.5
x22240_814_67141_10_586,36.267605633802816,206,568,9762.64135440141,220989.6
x22366_722_63002_10_633,36.267605633802816,206,568,18235.2880478873,1049531.4
x24014_1134_03408_11_596,36.267605633802816,206,568,13093.309590316907,171265.53
x2492_480_31017_2_518,36.267605633802816,206,568,17286.841228169054,915590.7
x25903_868_60387_12_21,36.267605633802816,206,568,85219.83936073932,2677209
x25987_699_57907_12_218,36.267605633802816,206,568,14318.954045246483,343598.72
x26130_540_5352_12_271,36.267605633802816,206,568,14173.777975880264,1403614.6
x26138_744_59174_12_218,36.267605633802816,206,568,35316.22109225344,786654.25
x30725_1005_71029_13_398,36.267605633802816,206,568,34338.65388133792,2093723.1
x31252_892_72129_13_454,36.267605633802816,206,568,10457.095345598575,463893.25
x32519_787_66377_13_767,36.267605633802816,206,568,11660.63149735916,269030.06
x32749_854_74564_13_832,36.267605633802816,206,568,18313.072310915504,1860790
x33224_971_77262_13_955,36.267605633802816,206,568,23295.059214084526,957263.25
x33525_964_79495_14_007,36.267605633802816,206,568,14584.330552112664,455644.03
x33634_752_65643_14_047,36.267605633802816,206,568,20211.56186478876,320982.56
x35280_679_74492_14_464,36.267605633802816,206,568,20340.114097711205,182493.62
x35527_636_66794_14_536,36.267605633802816,206,568,8486.94406919016,142292.95
x3667_311_25699_3_162,36.267605633802816,206,568,8602.81422764084,1134910.8
x38927_968_86061_15_79,36.267605633802816,206,568,128415.45502447135,3095489.8
x39497_718_78094_16_004,36.267605633802816,206,568,6635.146960211277,177241
x39612_990_85016_16_047,36.267605633802816,206,568,9486.40621461267,155781.28
x41076_1084_92657_16_824,36.267605633802816,206,568,14413.538222887299,280903.4
x41164_946_87479_16_907,36.267605633802816,206,568,8569.354872183092,169779.08
x41665_1005_82625_17_42,36.267605633802816,206,568,6494.095879225376,63715.05
x6681_842_47889_4_141,36.267605633802816,206,568,27501.98746091551,349511.53
x7134_547_27241_4_287,36.267605633802816,206,568,12640.039560915495,860004
x7471_641_47408_4_407,36.267605633802816,206,568,20470.848971478907,467742.12
x7954_423_32609_4_51,36.267605633802816,206,568,10948.503023943675,259452.05
x8842_776_50726_4_827,36.267605633802816,206,568,73494.14647711275,3318938.5
x15585_885_5384_7_51,36.09154929577465,205,568,21754.010071478904,418792.62
x19142_826_59601_8_959,36.09154929577465,205,568,23795.186528521128,748071.75
x19356_778_57446_9_081,36.09154929577465,205,568,402792.2726987658,6365925
x2021_325_27344_2_037,36.09154929577465,205,568,14990.195301232394,389567.7
x20663_504_47716_9_759,36.09154929577465,205,568,9616.144946654935,279109.75
x20830_551_50422_9_854,36.09154929577465,205,568,9507.889439964792,489744.16
x22026_748_58617_10_444,36.09154929577465,205,568,49873.936623063564,1030526.3
x22681_530_49371_10_847,36.09154929577465,205,568,13124.343709507048,351442.56
x22877_766_57256_10_934,36.09154929577465,205,568,30008.204475704253,2033464.5
x23447_674_56974_11_341,36.09154929577465,205,568,9380.461568485904,522319.38
x23746_594_58261_11_503,36.09154929577465,205,568,18204.808144190072,521916.66
x24986_667_52827_11_888,36.09154929577465,205,568,14499.08119066903,493275.94
x26610_902_70542_12_428,36.09154929577465,205,568,8149.372479753514,326051.75
x31229_865_63075_13_513,36.09154929577465,205,568,6757.585189964785,117691.33
x31832_714_64017_13_623,36.09154929577465,205,568,18757.190754401374,843320.5
x3273_301_21627_3_019,36.09154929577465,205,568,52349.18622992966,5362882
x34669_796_71832_14_316,36.09154929577465,205,568,9178.75146848591,165144.2
x36736_1036_85092_14_924,36.09154929577465,205,568,12574.871620422535,530114.5
x3701_409_31139_3_195,36.09154929577465,205,568,9617.250981514073,211342.64
x37206_580_59893_15_056,36.09154929577465,205,568,32085.1518114438,454456.8
x37616_839_71069_15_241,36.09154929577465,205,568,22884.894060915554,196843.6
x38419_815_71068_15_553,36.09154929577465,205,568,16287.056464260622,157576.34
x41401_537_52517_17_099,36.09154929577465,205,568,14977.959167781668,636245.9
x7452_508_34087_4_404,36.09154929577465,205,568,9891.953824295795,153491.17
x7596_734_4981_4_431,36.09154929577465,205,568,153077.39522007015,5125083.5
x8770_439_31926_4_786,36.09154929577465,205,568,7585.078063732389,257409.98
x8930_690_50727_4_849,36.09154929577465,205,568,24782.97902059858,923870.6
x9221_575_30307_4_98,36.09154929577465,205,568,36060.90614489435,623438.8
x10481_580_43423_5_439,35.91549295774648,204,568,21493.790215845078,579358.4
x1136_715_3288_1_433,35.91549295774648,204,568,15186.787736619692,212598.08
x12907_795_49853_6_402,35.91549295774648,204,568,13354.38919401409,305838.28
x13215_782_51005_6_571,35.91549295774648,204,568,13019.925872887301,3249153.2
x15543_662_53403_7_454,35.91549295774648,204,568,26570.85345686626,1618202.2
x16471_760_52344_7_894,35.91549295774648,204,568,172576.8018941903,1967564.4
x16919_908_62844_8_105,35.91549295774648,204,568,10420.447033274644,299178.2
x17000_846_58865_8_05,35.91549295774648,204,568,8661.245314084508,183536
x17504_840_58845_8_301,35.91549295774648,204,568,325163.13966778247,6854347.5
x1777_571_34341_1_918,35.91549295774648,204,568,17422.193303345062,1484113
x18787_793_49863_8_823,35.91549295774648,204,568,18104.226783450704,438837.88
x19044_636_49531_8_945,35.91549295774648,204,568,18485.969875528193,2055033.1
x19049_647_5105_8_915,35.91549295774648,204,568,23313.669777816896,841329.4
x21122_939_60174_10_014,35.91549295774648,204,568,15580.270002640871,968833.9
x22294_860_61662_10_561,35.91549295774648,204,568,23164.128373063442,853480
x23084_762_62497_11_115,35.91549295774648,204,568,56462.88466285222,5126875.5
x24069_852_64878_11_625,35.91549295774648,204,568,143737.1190191902,1832185.6
x25184_666_60321_11_993,35.91549295774648,204,568,7837.964189084514,191989.36
x26144_736_56328_12_256,35.91549295774648,204,568,118424.47151830966,5365479
x26580_658_57642_12_354,35.91549295774648,204,568,22012.651896478812,899854.06
x27330_874_62768_12_543,35.91549295774648,204,568,9795.900725352114,177965.22
x29212_1050_75873_13_034,35.91549295774648,204,568,11668.900687500016,320614.06
x29565_903_58806_13_099,35.91549295774648,204,568,21028.853180809852,1238921.1
x29872_913_63116_13_187,35.91549295774648,204,568,13846.35926285215,213599.08
x31489_874_71446_13_562,35.91549295774648,204,568,22358.846891549256,794191.8
x32873_610_61463_13_82,35.91549295774648,204,568,78566.58774172548,2134228
x33186_674_64526_13_943,35.91549295774648,204,568,43690.02860633794,2223350.2
x33616_767_59677_14_028,35.91549295774648,204,568,8375.575679753521,390114.03
x33852_866_7007_14_08,35.91549295774648,204,568,6538.415446830985,279094.97
x34241_1058_82672_14_175,35.91549295774648,204,568,11959.643048767613,489994.1
x34308_795_63001_14_203,35.91549295774648,204,568,12793.29302940138,471283.47
x34699_868_73631_14_304,35.91549295774648,204,568,127509.34278133817,2549143.2
x35348_1019_78127_14_462,35.91549295774648,204,568,11663.288143838032,195842.44
x35533_935_72534_14_49,35.91549295774648,204,568,17384.873243133774,490219.12
x36734_910_78505_14_909,35.91549295774648,204,568,109874.29009401416,1907085.8
x36812_962_81781_14_948,35.91549295774648,204,568,57804.2170232397,1178731.4
x37329_986_83334_15_117,35.91549295774648,204,568,14316.613461267578,494743.3
x38712_960_89731_15_669,35.91549295774648,204,568,37487.41516742945,654831.8
x38855_894_84666_15_73,35.91549295774648,204,568,18874.735872359208,265171.38
x41032_1086_94133_16_803,35.91549295774648,204,568,13218.546467957754,178543.11
x41456_917_87357_17_16,35.91549295774648,204,568,13600.582260563377,263480.28
x4334_481_32895_3_416,35.91549295774648,204,568,11075.429547711263,544718.3
x4655_384_3473_3_528,35.91549295774648,204,568,12145.193939788734,446877.88
x6382_674_47539_4_059,35.91549295774648,204,568,15186.415362676033,716777.94
x6971_666_47038_4_248,35.91549295774648,204,568,24068.280226760566,1354521.5
x709_664_38539_1_118,35.91549295774648,204,568,10080.939561795778,180164.39
x11904_780_49286_5_982,35.73943661971831,203,568,9025.800279049297,192158.08
x14839_748_47561_7_227,35.73943661971831,203,568,16239.476864260545,270369.12
x17236_752_56053_8_23,35.73943661971831,203,568,197828.41243855617,12708748
x18071_788_60355_8_509,35.73943661971831,203,568,16645.974653697205,717421.2
x18163_644_52627_8_531,35.73943661971831,203,568,16542.656331514096,1762509.5
x18576_849_54735_8_707,35.73943661971831,203,568,13382.344411971828,436766.56
x19831_781_4965_9_335,35.73943661971831,203,568,10207.016420246486,159280.52
x20061_854_56718_9_452,35.73943661971831,203,568,15055.375911795772,635588.25
x20310_676_53149_9_609,35.73943661971831,203,568,74968.70232482415,6671908
x24031_606_54484_11_596,35.73943661971831,203,568,18190.48478345073,658600.06
x24136_500_27691_11_634,35.73943661971831,203,568,32140.227847535243,339065.1
x27434_928_72021_12_606,35.73943661971831,203,568,18257.83035457749,363845.66
x30564_381_35174_13_364,35.73943661971831,203,568,16095.533363556338,831276.94
x31512_976_74548_13_56,35.73943661971831,203,568,9565.444195422524,365155.25
x32451_651_71391_13_779,35.73943661971831,203,568,11372.024773767573,77136.58
x32523_806_68863_13_787,35.73943661971831,203,568,8337.900703169036,228174.9
x334_331_22732_1_009,35.73943661971831,203,568,48296.22691126763,2893176.5
x35083_1006_79049_14_394,35.73943661971831,203,568,12362.032705633803,322331.06
x35665_858_75208_14_607,35.73943661971831,203,568,20407.500243838054,306988.1
x40666_599_5028_16_556,35.73943661971831,203,568,8340.92511197184,241681.05
x5508_650_43771_3_749,35.73943661971831,203,568,14583.320194014115,402407
x6750_506_42158_4_188,35.73943661971831,203,568,11319.994935387347,257773.4
x8420_604_43459_4_701,35.73943661971831,203,568,11510.505926056348,432288.84
x9157_1036_56724_4_951,35.73943661971831,203,568,14910.224755105635,338917.3
x9657_714_50763_5_134,35.73943661971831,203,568,15230.407244190155,1085806.9
x10080_752_07648_5_284,35.563380281690144,202,568,18532.73956443667,502561.94
x10918_791_52854_5_632,35.563380281690144,202,568,46089.81869700702,1164322.9
x1176_598_45305_1_479,35.563380281690144,202,568,42493.189766901545,933812.5
x12188_796_50537_6_115,35.563380281690144,202,568,27816.38752957744,586308.3
x12304_689_52196_6_135,35.563380281690144,202,568,10553.11897728874,272438.1
x14236_743_47067_6_933,35.563380281690144,202,568,8840.158079577464,360020.62
x19982_722_55533_9_42,35.563380281690144,202,568,8521.335340845078,510657.62
x20051_828_61357_9_467,35.563380281690144,202,568,87838.4325945425,2000990.6
x21350_580_53123_10_177,35.563380281690144,202,568,13165.677068485935,369196.56
x21691_843_5203_10_312,35.563380281690144,202,568,6955.665220774657,80380.53
x21854_602_55242_10_382,35.563380281690144,202,568,24156.234617429527,1332694.9
x22007_499_45106_10_418,35.563380281690144,202,568,16429.02873838027,580585
x2211_605_23945_2_228,35.563380281690144,202,568,15740.679474295777,342551.34
x24956_681_58171_11_882,35.563380281690144,202,568,47519.117103169134,1353542.9
x25070_714_54269_11_924,35.563380281690144,202,568,356538.81866689987,6558066
x25793_960_77317_12_151,35.563380281690144,202,568,89265.97372024682,2284584
x27556_1048_74199_12_616,35.563380281690144,202,568,14914.496416549311,730950.56
x28608_857_64559_12_882,35.563380281690144,202,568,7463.198118838035,272422.72
x30224_996_78401_13_291,35.563380281690144,202,568,12106.883222007069,422732.16
x3208_875_58657_2_976,35.563380281690144,202,568,27847.186751760575,1760520.9
x33273_750_64109_13_938,35.563380281690144,202,568,23197.648865316867,878611.94
x33851_850_75283_14_109,35.563380281690144,202,568,18908.738486443668,1810173.6
x34798_740_67529_14_334,35.563380281690144,202,568,25584.042908274656,899732.1
x35362_910_76021_14_497,35.563380281690144,202,568,47014.280086795545,905880.8
x35785_1013_69276_14_605,35.563380281690144,202,568,8606.189217429563,142916.89
x36090_1023_73612_14_675,35.563380281690144,202,568,14106.126081514045,317266.56
x36335_899_7758_14_78,35.563380281690144,202,568,13521.298229049298,248856.31
x36751_912_79736_14_993,35.563380281690144,202,568,49759.88882323957,1113935.1
x37981_1426_3899_15_375,35.563380281690144,202,568,13267.033068661976,1023819.94
x38378_867_7419_15_544,35.563380281690144,202,568,28850.527036795895,217604.2
x39056_918_84864_15_789,35.563380281690144,202,568,78379.10297746469,1477536.2
x39473_625_5182_15_985,35.563380281690144,202,568,14754.443397535224,417815
x39623_842_76327_16_068,35.563380281690144,202,568,11284.618534859153,302216.8
x4491_365_26863_3_496,35.563380281690144,202,568,11884.715964260582,782344.8
x5084_904_61514_3_666,35.563380281690144,202,568,58471.51219700698,1087580
x6023_887_47901_3_922,35.563380281690144,202,568,5976.622359507043,92966.64
x6752_999_5634_4_164,35.563380281690144,202,568,14681.99445017605,228416.86
x7469_849_47456_4_41,35.563380281690144,202,568,8665.282057746484,132286.05
x7903_363_28809_4_518,35.563380281690144,202,568,75907.10498503501,20819866
x10318_1232_87608_5_387,35.38732394366197,201,568,25151.94389031691,497503.06
x11333_1104_61769_5_737,35.38732394366197,201,568,64949.95434859148,5427400
x12151_438_39524_6_076,35.38732394366197,201,568,10640.5426971831,547289.9
x12229_906_53883_6_114,35.38732394366197,201,568,22279.27919471835,2013402
x12375_363_3049_6_183,35.38732394366197,201,568,19049.53716602109,655212.3
x12730_395_33083_6_293,35.38732394366197,201,568,13299.61173661973,3019097.2
x15063_517_25985_7_266,35.38732394366197,201,568,20459.50776091551,413761.94
x17977_1410_04085_8_488,35.38732394366197,201,568,29251.519890669053,1563391.2
x19476_724_56425_9_174,35.38732394366197,201,568,27884.583388908355,1552947.4
x20967_836_54224_9_925,35.38732394366197,201,568,24908.418041549292,2238480
x22736_644_48156_10_885,35.38732394366197,201,568,8786.018405281684,117802.414
x2429_313_27362_2_429,35.38732394366197,201,568,18742.57019700703,807449.9
x24914_776_61623_11_908,35.38732394366197,201,568,79985.85038609164,4290940.5
x24916_705_4854_11_886,35.38732394366197,201,568,7044.721045246481,123005.336
x27049_599_56189_12_459,35.38732394366197,201,568,7094.309400352124,138917.16
x28833_846_64302_12_945,35.38732394366197,201,568,58267.40940369723,876810.9
x30075_876_73062_13_318,35.38732394366197,201,568,10305.14988538732,364329.22
x35559_1096_82975_14_531,35.38732394366197,201,568,8544.368179225346,150104
x37573_1012_83399_15_187,35.38732394366197,201,568,11227.76338362676,156628.08
x37860_892_79831_15_321,35.38732394366197,201,568,13254.956345598564,240316.12
x38092_942_81109_15_4,35.38732394366197,201,568,15673.357764436663,462780.72
x38732_777_85452_15_675,35.38732394366197,201,568,8595.456718309888,89996.13
x39113_956_80212_15_862,35.38732394366197,201,568,30299.424699823914,764614.5
x39912_935_88376_16_201,35.38732394366197,201,568,45336.45795352092,1084172.4
x4767_543_34293_3_567,35.38732394366197,201,568,6610.228867077461,53046.46
x6189_597_43282_3_964,35.38732394366197,201,568,9559.1356665493,170534.88
x7166_361_27369_4_291,35.38732394366197,201,568,51458.439906690066,5947647.5
