metabolite,ubiquity_percent,n_samples_present,total_samples,avg_intensity_overall,max_intensity
x4065_615_40474_3_336,70.95070422535211,403,568,184421.6435860915,1515931.1
x5665_635_33514_3_808,70.95070422535211,403,568,231828.45722042254,2649385.2
x8698_411_32643_4_78,70.95070422535211,403,568,38521.60428045773,736545.1
x13131_400_41481_6_499,70.77464788732394,402,568,240399.11545369722,7988795.5
x14281_816_55957_6_979,70.77464788732394,402,568,103545.28865880286,3371358.8
x14673_828_55203_7_16,70.77464788732394,402,568,280358.40658697195,14889785
x16022_397_34647_7_639,70.77464788732394,402,568,30796.863040669028,1406610.8
x16134_736_55192_7_736,70.77464788732394,402,568,110301.7161950704,2677449
x18148_826_59646_8_541,70.77464788732394,402,568,93356.26745915496,4992758
x18833_804_52109_8_838,70.77464788732394,402,568,22900.698991197187,241849.77
x18880_800_53638_8_911,70.77464788732394,402,568,74157.68201197182,749831.7
x18967_694_59758_8_902,70.77464788732394,402,568,92172.76918485913,2726575.8
x19585_1075_63785_9_215,70.77464788732394,402,568,135021.77793028162,1464731.5
x20327_842_53288_9_599,70.77464788732394,402,568,37686.88373045776,168944.92
x20670_627_53498_9_778,70.77464788732394,402,568,49176.05529014083,769268.8
x21447_808_58566_10_115,70.77464788732394,402,568,406720.75257429585,33056516
x24102_936_66087_11_636,70.77464788732394,402,568,117370.03325651411,5925081.5
x2793_548_37162_2_696,70.77464788732394,402,568,74187.82196760565,1631783.9
x32093_929_76513_13_702,70.77464788732394,402,568,67938.17517183101,1066870.9
x34865_938_77969_14_349,70.77464788732394,402,568,63183.596637323884,1503298.6
x40448_910_82144_16_435,70.77464788732394,402,568,123843.73707852108,2576149.8
x668_325_21637_1_15,70.77464788732394,402,568,57278.531512852125,3246722.2
x10098_732_49713_5_297,70.59859154929578,401,568,72221.05287623241,1006414.2
x10506_832_5705_5_439,70.59859154929578,401,568,279085.9074038731,6713407.5
x12065_861_47354_6_057,70.59859154929578,401,568,37333.16037323945,128452.31
x19367_1044_66564_9_115,70.59859154929578,401,568,184701.6966440141,2307297.2
x19653_846_52357_9_25,70.59859154929578,401,568,66458.7371489437,544981.2
x26344_683_59714_12_314,70.59859154929578,401,568,54178.904607746445,1003018.1
x26619_758_6066_12_388,70.59859154929578,401,568,415772.7023533451,6081707
x28253_925_52278_12_766,70.59859154929578,401,568,59447.04529348596,455481.66
x28685_594_58153_12_955,70.59859154929578,401,568,42618.19982781688,2337430.8
x33447_930_77529_13_995,70.59859154929578,401,568,110824.75019102111,2592785
x35831_940_79922_14_616,70.59859154929578,401,568,45332.85079225354,753269.75
x5758_748_5139_3_832,70.59859154929578,401,568,173539.69304841565,4891913
x10104_461_36372_5_291,70.4225352112676,400,568,10357.892158274646,250712.72
x10254_1023_52444_5_37,70.4225352112676,400,568,28312.301038556347,97504.87
x10842_955_53935_5_539,70.4225352112676,400,568,122231.89045228878,2222907
x12848_702_56888_6_368,70.4225352112676,400,568,36467.641418309846,481825.1
x13645_668_54726_6_703,70.4225352112676,400,568,41597.87958908451,1124603
x13899_877_43325_6_796,70.4225352112676,400,568,19764.612203169017,60082.297
x15602_657_49643_7_514,70.4225352112676,400,568,526925.3327508796,16428966
x1573_525_28021_1_721,70.4225352112676,400,568,29864.62842922538,182515.98
x17077_854_62764_8_15,70.4225352112676,400,568,131048.69861971829,5159248
x17910_516_47829_8_47,70.4225352112676,400,568,64190.28360862678,1751312.2
x19372_890_56756_9_121,70.4225352112676,400,568,48165.84860545775,315632.4
x19711_720_55199_9_198,70.4225352112676,400,568,49146.654286267636,3678831
x23252_856_58214_11_206,70.4225352112676,400,568,168008.63438926075,2268812.5
x23308_900_57005_11_245,70.4225352112676,400,568,54722.12174700704,479401.78
x25078_620_56068_11_944,70.4225352112676,400,568,38269.653563908454,264522.34
x25250_669_58218_11_976,70.4225352112676,400,568,28817.968557218333,340268.12
x25675_854_5905_12_053,70.4225352112676,400,568,386685.65614647843,6658520.5
x27289_885_55343_12_539,70.4225352112676,400,568,35353.64112042252,244338.8
x28251_911_55907_12_78,70.4225352112676,400,568,76512.16445897886,560414.56
x33373_932_79178_13_993,70.4225352112676,400,568,69425.96885140843,942512
x33957_950_80217_14_131,70.4225352112676,400,568,44905.23053873237,702705.7
x34375_893_73319_14_243,70.4225352112676,400,568,31493.181229577473,693465.75
x35345_921_69122_14_498,70.4225352112676,400,568,79870.49244242956,657343.5
x37481_908_76829_15_173,70.4225352112676,400,568,71445.18769383803,1199442.1
x5335_621_39201_3_73,70.4225352112676,400,568,78916.81696426055,1515794.5
x11349_762_51518_5_737,70.24647887323944,399,568,136322.05079876757,5341678
x11661_782_57093_5_89,70.24647887323944,399,568,71137.9564913732,2334923
x12379_980_62966_6_169,70.24647887323944,399,568,234366.47206250002,2617596.2
x13208_668_54693_6_538,70.24647887323944,399,568,50967.501135035185,510946.5
x13859_678_5676_6_846,70.24647887323944,399,568,84817.33271249995,890583.2
x14784_1004_63109_7_203,70.24647887323944,399,568,609480.3848577464,13724027
x17695_796_59102_8_412,70.24647887323944,399,568,469647.74817588035,40026510
x18925_896_60998_8_888,70.24647887323944,399,568,55274.87364084507,817694.7
x23157_860_61572_11_158,70.24647887323944,399,568,371399.53594700695,8456470
x24844_586_51935_11_857,70.24647887323944,399,568,46128.62954436622,766725
x25007_634_53948_11_913,70.24647887323944,399,568,67401.66508345075,980105.25
x25645_883_68514_12_111,70.24647887323944,399,568,478884.63849876734,10563770
x26915_553_44086_12_45,70.24647887323944,399,568,89724.82081461269,1721885.2
x27184_888_60861_12_521,70.24647887323944,399,568,27720.174693661967,292876.5
x3310_535_32104_3_022,70.24647887323944,399,568,181015.10922271138,1043967.56
x33589_786_66119_14_036,70.24647887323944,399,568,46893.37607341551,622709.2
x37714_926_81202_15_275,70.24647887323944,399,568,678662.9225705997,11539535
x38534_955_85163_15_599,70.24647887323944,399,568,218734.43932200686,3464837.2
x39123_577_5185_15_838,70.24647887323944,399,568,59998.90823010567,597733.2
x6767_689_49643_4_131,70.24647887323944,399,568,33807.89270985916,3958900.2
x10541_463_37859_5_446,70.07042253521126,398,568,26859.60645897887,578711.9
x12638_1004_62255_6_269,70.07042253521126,398,568,287462.48908186605,9803973
x13638_664_55112_6_723,70.07042253521126,398,568,71602.91871602113,1348746.5
x17678_810_53955_8_293,70.07042253521126,398,568,82977.05796901409,2070901.6
x18134_728_58398_8_541,70.07042253521126,398,568,86702.41363679571,2580080.5
x19012_704_58344_8_921,70.07042253521126,398,568,35029.557128169006,725522.6
x20982_846_53917_9_938,70.07042253521126,398,568,49317.69022095069,274333.5
x21669_630_50796_10_315,70.07042253521126,398,568,80923.32589295774,1822422.8
x2168_490_37429_2_182,70.07042253521126,398,568,170842.38462147894,3425141
x23543_1441_01934_11_396,70.07042253521126,398,568,33048.326666373236,185550.02
x2721_544_33782_2_652,70.07042253521126,398,568,114792.15314225353,6380415
x28136_932_69431_12_756,70.07042253521126,398,568,144441.53917640852,1141785.5
x28495_551_50425_12_861,70.07042253521126,398,568,68388.47332957745,7914028.5
x30236_926_74491_13_287,70.07042253521126,398,568,60530.142451232416,912866.2
x30517_664_62622_13_341,70.07042253521126,398,568,36359.086721126754,408195.03
x30828_866_70682_13_42,70.07042253521126,398,568,35559.567263028184,531579.75
x33793_1042_78384_14_088,70.07042253521126,398,568,98944.92111179575,1490594.1
x34918_944_76584_14_394,70.07042253521126,398,568,235137.2003595069,2675456.8
x379_327_21579_1_014,70.07042253521126,398,568,128967.14846919004,2056771.6
x39541_932_80618_16_033,70.07042253521126,398,568,147556.1748477113,4301216
x39986_958_87991_16_253,70.07042253521126,398,568,57206.021473943634,2615103.8
x5656_646_44623_3_732,70.07042253521126,398,568,47580.27420862677,1344121.6
x5674_648_4621_3_824,70.07042253521126,398,568,21604.174642781683,290588.6
x7430_566_4083_4_434,70.07042253521126,398,568,47310.18245528167,320879.78
x9731_379_3361_5_166,70.07042253521126,398,568,59794.190544014025,995588.4
x11580_931_53948_5_837,69.8943661971831,397,568,114129.80250792256,4394078.5
x14260_813_47845_6_968,69.8943661971831,397,568,35890.25209542252,137492.55
x15051_824_58182_7_349,69.8943661971831,397,568,44650.460188204226,856414.7
x15459_804_55434_7_479,69.8943661971831,397,568,118082.548424824,2193157.2
x16476_766_54582_7_901,69.8943661971831,397,568,88277.93781073943,3649963
x18919_780_55248_8_841,69.8943661971831,397,568,77203.59438292253,1713993.8
x20019_772_59355_9_447,69.8943661971831,397,568,37303.2072371479,1180243
x20157_694_59878_9_503,69.8943661971831,397,568,52795.639106161994,1028690.4
x22067_656_52413_10_426,69.8943661971831,397,568,69863.58399665491,860873.44
x22265_593_56163_10_6,69.8943661971831,397,568,29112.09414313381,362579.34
x24025_826_63395_11_591,69.8943661971831,397,568,235669.36381214776,5711230.5
x26073_910_70262_12_233,69.8943661971831,397,568,343434.6316931341,9233631
x31413_936_70702_13_551,69.8943661971831,397,568,302321.2155332749,3906513.2
x37208_926_81313_15_117,69.8943661971831,397,568,199105.78230052767,2912425
x38911_383_36671_15_767,69.8943661971831,397,568,43607.742005281674,715933.2
x12157_815_54219_6_099,69.71830985915493,396,568,125644.26204330982,2833444.2
x15754_792_55986_7_555,69.71830985915493,396,568,70862.13647658448,1338532.6
x16058_906_58285_7_665,69.71830985915493,396,568,35233.93107517606,534292.3
x18449_870_52336_8_662,69.71830985915493,396,568,55456.13136584508,453908.66
x19227_1308_00684_9_03,69.71830985915493,396,568,121872.89843397889,512788.66
x20056_794_5933_9_473,69.71830985915493,396,568,109055.31861496478,2882774.5
x23706_823_60422_11_455,69.71830985915493,396,568,130005.00450246484,1897912.9
x23847_972_65024_11_54,69.71830985915493,396,568,29746.778730105634,266285.1
x24007_778_61306_11_591,69.71830985915493,396,568,564669.9389758797,12873409
x24926_840_57467_11_811,69.71830985915493,396,568,193041.2506441903,3373206.8
x25925_779_56536_12_192,69.71830985915493,396,568,146860.9851387323,4704766.5
x26476_844_61726_12_339,69.71830985915493,396,568,88895.06342517611,1712711.5
x27550_754_57492_12_59,69.71830985915493,396,568,2805159.412864265,46076060
x32923_867_64574_13_88,69.71830985915493,396,568,34698.25515774649,549735.75
x3415_462_29591_3_063,69.71830985915493,396,568,70050.3226644366,1516490.4
x35191_940_80048_14_458,69.71830985915493,396,568,36421.34879084506,537846.25
x35593_652_66118_14_554,69.71830985915493,396,568,19087.697602816905,399294.62
x3598_615_40399_3_14,69.71830985915493,396,568,98348.33779102107,756428
x36147_892_73635_14_741,69.71830985915493,396,568,570931.8808012329,11150154
x4013_678_42072_3_317,69.71830985915493,396,568,54067.019687852146,582823.56
x5168_823_45936_3_704,69.71830985915493,396,568,103377.6257297535,1656140.1
x977_379_28424_1_373,69.71830985915493,396,568,80711.68835545775,1594268.8
x1006_558_36434_1_361,69.54225352112677,395,568,374111.5420190138,6127083
x1159_358_2589_1_468,69.54225352112677,395,568,156399.7962586268,13228619
x12675_806_53926_6_305,69.54225352112677,395,568,86574.43030862675,811076.25
x13672_852_55309_6_713,69.54225352112677,395,568,183859.73040950714,2908642.5
x13978_682_56211_6_867,69.54225352112677,395,568,34295.81431971832,522606.25
x14596_792_55954_7_112,69.54225352112677,395,568,105883.27394542254,3878321.5
x15095_631_43371_7_337,69.54225352112677,395,568,64476.03634225352,878331.75
x16488_678_50792_7_906,69.54225352112677,395,568,90408.76769806337,4619674.5
x16576_961_58593_7_948,69.54225352112677,395,568,134034.942006338,1354472.2
x17436_816_57668_8_3,69.54225352112677,395,568,92017.00038626754,952357.8
x20337_504_47695_9_605,69.54225352112677,395,568,59540.73002640845,1213573.2
x21624_832_54321_10_301,69.54225352112677,395,568,63215.0786054578,379381.7
x23566_592_52923_11_42,69.54225352112677,395,568,42589.533102288704,706387.1
x23964_736_64403_11_582,69.54225352112677,395,568,42115.39155264082,511612.56
x24180_862_63173_11_66,69.54225352112677,395,568,2832036.46561725,34688204
x30174_768_67189_13_289,69.54225352112677,395,568,29647.473769014076,448993.03
x31872_930_77493_13_682,69.54225352112677,395,568,47266.40418450704,914122.1
x32621_940_73545_13_817,69.54225352112677,395,568,120178.57895721824,2478833.5
x34986_1020_79485_14_369,69.54225352112677,395,568,66926.84946144363,1084337.1
x38417_980_86185_15_57,69.54225352112677,395,568,351987.43452024704,4994399.5
x39995_882_7922_16_226,69.54225352112677,395,568,179180.87945492956,3304025.8
x5059_526_2889_3_664,69.54225352112677,395,568,32117.207095774625,277484.62
x8710_698_53824_4_817,69.54225352112677,395,568,28236.71991725351,307323.4
x11207_824_57996_5_682,69.36619718309859,394,568,48827.88165105637,817411.56
x11541_926_58381_5_821,69.36619718309859,394,568,102440.50375545776,2211767
x12382_973_52783_6_174,69.36619718309859,394,568,73436.20392323943,380436.62
x13261_817_56201_6_565,69.36619718309859,394,568,465777.8605610912,4261632.5
x14036_629_41761_6_872,69.36619718309859,394,568,88367.33872764088,1269412
x14635_778_53827_7_136,69.36619718309859,394,568,176060.6659311621,3544837.2
x15667_639_48857_7_495,69.36619718309859,394,568,40265.391268133804,523379.22
x17132_668_58136_8_196,69.36619718309859,394,568,52901.84520440137,1184005.9
x17817_656_5241_8_428,69.36619718309859,394,568,77535.70563996484,4866114
x17968_706_53953_8_491,69.36619718309859,394,568,43723.58268380281,788915.6
x19270_1309_01293_9_033,69.36619718309859,394,568,86436.25455228872,339507.06
x19471_722_51277_9_168,69.36619718309859,394,568,323794.74123556376,8673361
x19597_889_54717_9_22,69.36619718309859,394,568,154231.09443732403,3003524.5
x23626_784_60971_11_454,69.36619718309859,394,568,147812.0017151408,5056386.5
x24066_885_55117_11_629,69.36619718309859,394,568,834435.6382489438,27858690
x29358_926_74481_13_097,69.36619718309859,394,568,40654.19201672535,622025.44
x29797_885_67722_13_206,69.36619718309859,394,568,63284.16320528167,830185
x31135_765_57943_13_49,69.36619718309859,394,568,15902.048147183094,204076.44
x31784_886_68916_13_629,69.36619718309859,394,568,191448.98791531674,3499292.8
x3258_411_28661_3_002,69.36619718309859,394,568,191513.4214172535,11270818
x3368_365_26782_3_031,69.36619718309859,394,568,59988.50345862675,3285949
x33710_562_59367_14_073,69.36619718309859,394,568,61646.730638028115,2701676.5
x33716_867_64611_14_05,69.36619718309859,394,568,73640.57562394365,626938.06
x35398_845_66169_14_534,69.36619718309859,394,568,33930.776933098605,818935.9
x37336_953_83465_15_189,69.36619718309859,394,568,214842.50724700687,5687597.5
x37972_922_7828_15_357,69.36619718309859,394,568,1378447.235679931,14441476
x38244_551_5035_15_512,69.36619718309859,394,568,28401.718070598592,356491.25
x38801_904_77237_15_725,69.36619718309859,394,568,74080.67786232398,2183064
x40186_984_897_16_327,69.36619718309859,394,568,23402.698492957745,780978.44
x5762_538_38732_3_835,69.36619718309859,394,568,109794.47007394388,3739843.2
x10507_977_59362_5_443,69.19014084507043,393,568,140043.23627359146,2122483.5
x11259_650_53548_5_709,69.19014084507043,393,568,102065.46428626755,3521069.8
x1140_347_25787_1_529,69.19014084507043,393,568,64494.300051760576,2069932.6
x12273_833_4602_6_131,69.19014084507043,393,568,114564.82028661967,438340.47
x13702_1033_58646_6_727,69.19014084507043,393,568,411446.7625353875,4245950
x14253_611_4672_6_963,69.19014084507043,393,568,329556.3288698944,4800503.5
x15239_806_53865_7_395,69.19014084507043,393,568,124166.38782042252,2673147.8
x15659_367_33588_7_526,69.19014084507043,393,568,138309.4497869717,862518.06
x1586_524_27545_1_737,69.19014084507043,393,568,84147.09158890841,688929.56
x1725_319_22668_1_797,69.19014084507043,393,568,137054.9839126759,14873112
x1741_556_33948_1_934,69.19014084507043,393,568,72341.37976672537,538524.8
x17496_768_55902_8_323,69.19014084507043,393,568,165748.1809205986,13019905
x1942_678_42682_2_042,69.19014084507043,393,568,57228.87524207749,5159061.5
x20277_706_59829_9_575,69.19014084507043,393,568,31683.899044014088,380963
x21134_796_59119_10_006,69.19014084507043,393,568,97433.97232059858,1503514.8
x21433_724_52843_10_171,69.19014084507043,393,568,476341.3075260569,11770594
x21554_754_57701_10_252,69.19014084507043,393,568,596403.5693489439,17354214
x24546_673_56473_11_793,69.19014084507043,393,568,89188.38324330983,1896032.4
x26019_361_27312_12_222,69.19014084507043,393,568,123614.80965211277,3848429.2
x28646_780_59015_12_887,69.19014084507043,393,568,384319.2771228874,5270198
x31988_887_69157_13_647,69.19014084507043,393,568,117022.68254489433,2291432.8
x33375_761_6498_14_018,69.19014084507043,393,568,40098.04485704225,794821.5
x35060_918_74451_14_425,69.19014084507043,393,568,65026.04565404932,1586651.4
x375_231_17447_1_025,69.19014084507043,393,568,85303.49605739431,1246076.8
x38037_868_74023_15_408,69.19014084507043,393,568,2342390.4602973633,24995074
x5949_790_52331_3_893,69.19014084507043,393,568,111638.49161144371,2986611.2
x7426_429_33688_4_406,69.19014084507043,393,568,45194.61302764081,1098486.2
x7747_625_42542_4_454,69.19014084507043,393,568,49738.236917605645,604906.7
x9808_804_57706_5_185,69.19014084507043,393,568,90728.93583186621,1496810
x1032_500_2766_1_363,69.01408450704226,392,568,305001.8826014083,7082900
x12970_752_58577_6_419,69.01408450704226,392,568,23016.448531514092,533081.5
x13563_806_56767_6_675,69.01408450704226,392,568,25094.081939612675,456603.38
x14686_672_47537_7_173,69.01408450704226,392,568,23487.706757218308,262829.25
x15227_676_55181_7_391,69.01408450704226,392,568,107195.52719841557,2475580.2
x16205_751_58235_7_805,69.01408450704226,392,568,56273.59582042253,1246427.5
x16683_816_57413_8_007,69.01408450704226,392,568,45218.801099823955,367364.16
x1747_553_2779_1_831,69.01408450704226,392,568,117046.13448697177,610927.6
x18217_956_63061_8_563,69.01408450704226,392,568,182458.1049721829,11261991
x2019_669_31758_2_048,69.01408450704226,392,568,42213.40492165494,185052.22
x20875_820_58557_9_871,69.01408450704226,392,568,271737.8898698948,2149888.2
x22671_796_58578_10_833,69.01408450704226,392,568,241153.68679242991,7632649
x23552_822_60065_11_411,69.01408450704226,392,568,188393.77789735942,3075991
x23636_558_45438_11_44,69.01408450704226,392,568,34904.40835845067,1651439.2
x26104_812_63838_12_276,69.01408450704226,392,568,53119.62726496481,2830774
x28689_313_27359_12_91,69.01408450704226,392,568,26566.434932394368,389633.8
x30023_913_71252_13_22,69.01408450704226,392,568,53985.8568366197,649133.7
x31237_834_66081_13_515,69.01408450704226,392,568,102404.04256197184,2201861
x31970_788_6557_13_654,69.01408450704226,392,568,36580.91479313382,754150.1
x4096_268_26356_3_345,69.01408450704226,392,568,132121.7018903169,6791151.5
x5387_680_48645_3_739,69.01408450704226,392,568,37535.72108045774,492554.34
x1223_303_23213_1_509,68.83802816901408,391,568,316839.25988644344,76558330
x18629_764_55915_8_712,68.83802816901408,391,568,1756385.3855301037,43420300
x19457_788_55458_9_165,68.83802816901408,391,568,262394.9842019364,2632050.2
x20447_800_54034_9_664,68.83802816901408,391,568,50507.15718239432,1122177.9
x23116_753_54165_11_12,68.83802816901408,391,568,44009.04132693661,1191983.1
x23373_613_55607_11_279,68.83802816901408,391,568,39913.584722535175,522963.6
x23764_880_66648_11_509,68.83802816901408,391,568,365053.59805880283,21243750
x24278_772_52516_11_627,68.83802816901408,391,568,116687.16031373231,1281073.6
x2455_580_29194_2_453,68.83802816901408,391,568,35107.18834947185,186870.14
x25152_887_56807_11_932,68.83802816901408,391,568,155255.26345510565,3135008.5
x25169_614_55137_11_952,68.83802816901408,391,568,48661.45118415488,1796632.2
x25759_848_65005_12_142,68.83802816901408,391,568,312505.8877665493,4469914
x27460_851_67103_12_632,68.83802816901408,391,568,113593.63859366195,5094976.5
x29465_622_57598_13_13,68.83802816901408,391,568,23642.933422535214,439183.47
x30108_814_66994_13_207,68.83802816901408,391,568,56632.48008661979,4849387
x32850_884_73408_13_85,68.83802816901408,391,568,32077.806062323936,337530.3
x33030_982_80734_13_917,68.83802816901408,391,568,79785.40094964793,1255474.6
x3336_704_45048_3_037,68.83802816901408,391,568,45472.98155827467,311110.25
x40568_940_83711_16_476,68.83802816901408,391,568,26771.352567957754,539571.3
x11360_842_59186_5_724,68.66197183098592,390,568,54705.52892676054,1062757
x12327_702_56879_6_162,68.66197183098592,390,568,27243.93530070422,233670.03
x1250_708_41055_1_529,68.66197183098592,390,568,173690.20551707744,2631339
x12553_798_56434_6_272,68.66197183098592,390,568,61291.40282271125,1502538.4
x12806_668_54713_6_361,68.66197183098592,390,568,43663.29692500001,895499.25
x13068_902_58341_6_47,68.66197183098592,390,568,93735.0515698944,1214968.1
x1502_584_35473_1_669,68.66197183098592,390,568,242956.92915475342,1781106.1
x16756_516_478_8_03,68.66197183098592,390,568,180356.59465088043,4483670
x17602_792_57767_8_345,68.66197183098592,390,568,103564.53693714786,1384795
x18321_790_57423_8_598,68.66197183098592,390,568,246015.78851443686,4422347
x19087_772_56957_8_972,68.66197183098592,390,568,110987.11193996476,1025700.4
x19236_280_26301_9_042,68.66197183098592,390,568,31086.815236795792,344206.28
x20854_813_61947_9_928,68.66197183098592,390,568,67811.22792887322,12101268
x22995_829_50627_11_062,68.66197183098592,390,568,122160.39061338028,2388933.2
x24798_313_27337_11_855,68.66197183098592,390,568,126957.1643954227,2855978.2
x28273_760_62356_12_792,68.66197183098592,390,568,45108.81034260563,955106.6
x3116_745_01919_2_925,68.66197183098592,390,568,31152.943109330983,150712.81
x3286_616_40622_3_094,68.66197183098592,390,568,34603.80026355634,338263.44
x35093_912_76468_14_405,68.66197183098592,390,568,74788.28767499994,1142194.1
x36405_1000_82931_14_803,68.66197183098592,390,568,320122.09744242905,5468348.5
x4200_594_41406_3_378,68.66197183098592,390,568,33581.29594735917,537260.5
x4686_326_30551_3_539,68.66197183098592,390,568,17450.726977640854,955753.6
x6443_809_48044_4_068,68.66197183098592,390,568,74344.3567396127,3362406.2
x11463_803_55774_5_83,68.48591549295774,389,568,52116.958129225364,1027888.9
x13239_828_55802_6_552,68.48591549295774,389,568,71762.25158573945,1115435.6
x15640_845_59556_7_476,68.48591549295774,389,568,301231.72607411974,2491278.8
x15696_696_57824_7_529,68.48591549295774,389,568,42483.56282007042,564733.1
x19726_694_59821_9_264,68.48591549295774,389,568,77670.75457253522,1525110.2
x21275_768_58936_10_085,68.48591549295774,389,568,251504.9239617958,7595518.5
x23647_798_60487_11_472,68.48591549295774,389,568,124237.6703753522,1857757.9
x2407_539_31925_2_403,68.48591549295774,389,568,84788.27265123234,923231.1
x4072_597_39409_3_329,68.48591549295774,389,568,53577.20573345068,371647.44
x5025_660_46195_3_642,68.48591549295774,389,568,26156.83115915494,988829.9
x9108_326_34197_4_912,68.48591549295774,389,568,65973.31545140843,667487.06
x12461_826_53794_6_202,68.30985915492957,388,568,101606.6486799296,11198191
x12646_766_54415_6_294,68.30985915492957,388,568,20207.813074119716,206958.86
x14510_832_59118_7_073,68.30985915492957,388,568,60531.3168440141,1552168.6
x16218_804_55444_7_774,68.30985915492957,388,568,120238.68488609159,2009698.1
x16380_813_49239_7_85,68.30985915492957,388,568,59437.37121285209,429186.28
x17206_802_52061_8_197,68.30985915492957,388,568,52496.88344911972,409516.47
x18207_771_50288_8_559,68.30985915492957,388,568,47572.98457975352,1059866.6
x19080_776_50613_8_961,68.30985915492957,388,568,76076.55846355628,391301.2
x19220_681_47257_9_032,68.30985915492957,388,568,86161.6323797535,413001.97
x19553_746_57665_9_2,68.30985915492957,388,568,50346.82667411973,1162092.9
x1956_596_3418_1_995,68.30985915492957,388,568,62637.80448468309,583306.44
x20783_841_58734_9_847,68.30985915492957,388,568,37676.56574154932,875720.56
x20950_696_61385_9_924,68.30985915492957,388,568,42462.34374947182,816707.56
x22278_562_49892_10_605,68.30985915492957,388,568,16713.425678169024,113658.88
x23801_704_55946_11_521,68.30985915492957,388,568,104410.61998926049,1986518.9
x24065_866_58825_11_621,68.30985915492957,388,568,1443637.6069593285,18626862
x24858_606_54567_11_896,68.30985915492957,388,568,37977.72068151408,909954.3
x28139_629_55169_12_776,68.30985915492957,388,568,272456.2578093308,11148146
x32868_921_53099_13_864,68.30985915492957,388,568,620754.4630573933,6414253.5
x34576_869_66098_14_271,68.30985915492957,388,568,51045.2578915493,748223.6
x40170_1002_84881_16_288,68.30985915492957,388,568,108505.33195862679,1424541.2
x919_323_22162_1_321,68.30985915492957,388,568,77099.0628565141,859956
x1160_341_23204_1_469,68.13380281690141,387,568,156588.79995510567,10346022
x13389_839_54939_6_635,68.13380281690141,387,568,200316.06009436608,6707403
x1505_409_27345_1_681,68.13380281690141,387,568,45010.51753380283,410039.9
x15164_654_50904_7_372,68.13380281690141,387,568,71898.74806602113,1065115.6
x17159_903_56335_8_169,68.13380281690141,387,568,68544.52381531686,921745.44
x17175_520_50882_8_19,68.13380281690141,387,568,56565.03446232393,866751.3
x17967_683_46341_8_478,68.13380281690141,387,568,55242.27905580986,593886.44
x2301_365_26837_2_302,68.13380281690141,387,568,68490.4510702465,1923239.6
x24753_679_47064_11_845,68.13380281690141,387,568,60410.9275767606,498054.53
x28891_776_65206_12_942,68.13380281690141,387,568,90566.81490915499,3301697.5
x30279_808_66668_13_285,68.13380281690141,387,568,300455.0373843308,4619524
x30938_590_58906_13_442,68.13380281690141,387,568,34109.73250897888,2483692.8
x32068_938_71767_13_651,68.13380281690141,387,568,125742.5476084507,3987620
x32158_860_67562_13_71,68.13380281690141,387,568,114311.68013309868,1679778.5
x32461_604_60363_13_783,68.13380281690141,387,568,53769.42828433101,1290312.9
x37492_976_82887_15_222,68.13380281690141,387,568,259534.07293450666,4205729
x39464_924_80209_15_996,68.13380281690141,387,568,1065053.8435320405,25139570
x40089_1008_89624_16_263,68.13380281690141,387,568,24758.538453873236,422744.8
x4336_483_41467_3_425,68.13380281690141,387,568,112485.29699172544,1838156.1
x4888_597_43092_3_605,68.13380281690141,387,568,72613.53031232393,1019509
x5793_443_35283_3_806,68.13380281690141,387,568,56523.36964313379,665274.5
x6496_680_48709_4_041,68.13380281690141,387,568,35807.69438873241,498512.38
x6773_399_32585_4_17,68.13380281690141,387,568,114466.7882579225,3204340.5
x7531_344_35246_4_372,68.13380281690141,387,568,70961.2371963028,558226.1
x8981_427_35749_4_881,68.13380281690141,387,568,116167.61632746484,2363059.8
x12283_824_58013_6_139,67.95774647887323,386,568,40298.33377940141,1146994.2
x12815_832_59532_6_371,67.95774647887323,386,568,70697.25844806338,1659316.2
x13313_861_47423_6_569,67.95774647887323,386,568,26734.384500704222,156101.28
x13923_810_60188_6_821,67.95774647887323,386,568,130546.3538640845,7249020.5
x15747_871_53311_7_554,67.95774647887323,386,568,279031.8813392606,5151688
x1614_566_32104_1_741,67.95774647887323,386,568,50183.48386566902,1075381.8
x18234_823_53217_8_573,67.95774647887323,386,568,28575.364177288735,699963.2
x1928_433_27317_1_986,67.95774647887323,386,568,62000.838289260544,602696.44
x20024_790_57559_9_435,67.95774647887323,386,568,558069.0440855636,19789098
x21859_818_60479_10_413,67.95774647887323,386,568,249924.8632258806,6698053.5
x22710_606_50966_10_877,67.95774647887323,386,568,66623.1238973592,1178711
x2398_383_29101_2_397,67.95774647887323,386,568,139972.63698767612,2761889.5
x24597_848_51744_11_795,67.95774647887323,386,568,92510.77327429576,1427848.6
x31762_884_73696_13_644,67.95774647887323,386,568,27721.596424295774,392449.8
x35638_819_64723_14_555,67.95774647887323,386,568,37128.19827271125,308558.34
x37065_856_7367_15_047,67.95774647887323,386,568,35651.13667235918,799357.8
x3748_574_38781_3_19,67.95774647887323,386,568,74213.19280739439,2242198.5
x38232_946_78554_15_489,67.95774647887323,386,568,1408110.2534588042,14405783
x392_629_34605_1_025,67.95774647887323,386,568,102119.60294172534,1416173.2
x6605_522_39235_4_109,67.95774647887323,386,568,109982.25551073941,3507115.8
x694_363_25365_1_147,67.95774647887323,386,568,73909.5405683099,5732193.5
